	SentenceID	Sentence	initial_word	start_index	end_index	our_correction	gold_correction	ours_is_correct	languagetool_detection
3653	2924	Etwas weiter entfernt vom Bahnhof , neben der neuen Shoppyland findet man eine drei Zimmer Wohnung schon für 1200 .	Wohnung	91.0	98.0		Dreizimmerwohnung		['FN']
3654	2925	- .							[]
3655	2926	Um diese neuen Einkaufszenter hat man zusätzlich etwas bessere Lebensqualität , denn die Wohnhäuser haben etwas mehr Platz zwischen einander .							['FP']
3656	2927	Oft in diese freie Raum stehen einfach ausgestattet Spielplätze , die trotz ihre Einfachheit laden die verschiedenen Generationen miteinander zum Austausch .							[]
3657	2928	Auch fern von dem Bahnhof und nahe dieses Einkaufszenter sind grössere Wohnungen vorhanden .							['FP', 'FP']
3658	2929	Stadt X hat sehr viele neue Einkaufszentren in die letzten paar Jahren eingerichtet , jeder davon musste neue Wohnungen zu verfügen stellen .							[]
3659	2930	Tratsächlich haben diese Wohnungen den Wohnungsmarkt in Stadt X zu eine Verlockung des Markts beigetragen .							['FP']
3660	2931	P.S. Nun merke ich dass ich habe zum Teil die Ziel verfehlt - aber ich habe auch kaum Erfahrung mit Wohnungsmiete oder Kauf .							[]
3661	2932	Kultur ???							[]
3662	2933	Je mehr ... desto Besser !	Besser	18.0	24.0		besser		['FN']
3663	2934	Guten Tag , liebe Leseinnen und liebe Lesern !							['FP']
3664	2935	Die Traditionen , die wir in unserem Heimatland noch als Kind lernen , sind ein großes Teil von unserer Verhaltung , und sie beeinflüssen immer unsere Ansicht des Lebens .	beeinflüssen	125.0	137.0		beeinflussen		['TP']
3665	2936	Aber wenn man in einer anderen Kultur mit unterschiedlichen Traditionen sich anpassen muss , dann gibt es Konflikt zwischen unseren Werten und es lösst sich nicht so einfach auf .	lösst	146.0	151.0		löst		['TP']
3666	2937	In solchen Fälle kommt man auf die Frage : Soll ich weitermacher wie immer oder soll ich mich was neues probieren lassen ?	weitermacher	52.0	64.0		weitermachen		['TP']
3667	2937	In solchen Fälle kommt man auf die Frage : Soll ich weitermacher wie immer oder soll ich mich was neues probieren lassen ?	neues	98.0	103.0		Neues		['FN']
3668	2938	Wie alle meine neue Freunde machen ?							[]
3669	2939	Es fällt man schwer eine „ richtige “ Antwort zu finden , man kann aber die Vorteile und die Nachteile abwägen .							[]
3670	2940	Wenn jemand im einem anderen Land lebt , werden vor ihm im Alltag viele neue Sache und Situationen gestellt .							[]
3671	2941	Dann muss diese Person mit dieser Sache oder Situation besser , wie es möglich ist , angehen .							[]
3672	2942	In Manchen Fälle , kann er wie in seinem Heimtland reagieren , aber in anderen Fällen nicht .	Heimtland	41.0	50.0		Heimatland		['TP']
3673	2943	Sont kann er schlecht interpretiert werder und die Sachen werden nicht gut laufen .	Sont	0.0	4.0		Sonst		['TP', 'FP?']
3674	2943	Sont kann er schlecht interpretiert werder und die Sachen werden nicht gut laufen .	werder	36.0	42.0		werden		['TP']
3675	2944	Im Gegensatz zu diesem Nachteil , gibt es auch die möglichkeit für was anders erleben und kennenlernen .	möglichkeit	51.0	62.0		Möglichkeit		['TP']
3676	2945	Das heißt z.B wann man an einer neuen Kultur sich orientieren lässt .							[]
3677	2946	Da man einfach aufgeschlossen für die Leute , die Kultur , eine Ansicht ist .							[]
3678	2947	Schaut man von neuer Perspektiven und erlebt man auch viel mehr .							[]
3679	2948	Es ist schön , wenn man unsere Tradiptionen liebt , sie überall erträgt und weiter reichen kann .	Tradiptionen	31.0	43.0		Traditionen		['TP']
3680	2949	Aber es ist noch schöner , wenn man andere Tradiotionen kennenlernt , probiert und wenn sie gut sind für uns hält , ohne die andere und die eigene Identität zu verlieren , nach meiner Meinung .	Tradiotionen	43.0	55.0		Taditionen		['TP']
3681	2950	„ Wiederlesen “ J.Maria							[]
3682	2951	Sehr geheerte Damen und Herren , die sich über eine Wohnung in Stadt X interessieren .	geheerte	5.0	13.0		geehrte		['TP']
3683	2952	Ich würde ihnen empfellen eine Wohnung zu suchen , die sich nicht in der Stadtmitte befindet .	empfellen	16.0	25.0		empfehlen		['TP']
3684	2953	Denn es ist zu laut .							[]
3685	2954	und die Mitte ist zu hoch .							[]
3686	2955	Ich wohne ca. 20 km von Stadt X in eine kleine Stadt , die heißt Stadt Y. Man kann dort sehr günstige Wohnungen finden .							[]
3687	2956	Die meisten sind sehr gepfligt haben schönen Garten oder Balkon mit schönsten ausblicke richtung die Weinberge .	gepfligt	22.0	30.0		gepflegt		['TP', 'FP?', 'FP?']
3688	2956	Die meisten sind sehr gepfligt haben schönen Garten oder Balkon mit schönsten ausblicke richtung die Weinberge .	ausblicke	78.0	87.0		Ausblick		['TP']
3689	2956	Die meisten sind sehr gepfligt haben schönen Garten oder Balkon mit schönsten ausblicke richtung die Weinberge .	richtung	88.0	96.0		Richtung		['TP']
3690	2957	Es gibt auch viele , möglichkeiten nicht nur für Einzelpersonen , sondern auch für Familie mit Kindern .	möglichkeiten	21.0	34.0		Möglichkeiten		['TP']
3691	2958	Fast auf jede Straße gibt es einen Spielplaz .	Spielplaz	35.0	44.0		Spielplatz		['TP']
3692	2959	Ich empfelle Ihnen möglich eine Wohnung zu suchen die nicht weit weg vom Bahnhof ist , Den es ist wichtig die S-Bahn erreichen zu können , wenn man in eine andere Stadt arbeitet .	empfelle	4.0	12.0		empfehle		['TP']
3693	2960	Man muss nicht vergessen trozdem zu fragen ob die Mitte warm oder kalt ist .	trozdem	25.0	32.0		trotzdem		['TP']
3694	2961	Und muss sich über die Nebenkosten auch sehr gut informieren .							[]
3695	2962	Für die Familien mit Kinder ist Stadt Y eine gute Lösung .							[]
3696	2963	Es gibt viele Kindergarten , und Supermärkte und man brauch nicht viel zu fahren .							[]
3697	2964	Ich empfelle ihnen einen Imobilienmarkler zu suchen , der Ihen helfen kann .	empfelle	4.0	12.0		empfehle		['TP', 'FP?', 'FP?']
3698	2964	Ich empfelle ihnen einen Imobilienmarkler zu suchen , der Ihen helfen kann .	Imobilienmarkler	25.0	41.0		Immobilienmakler		['TP']
3699	2964	Ich empfelle ihnen einen Imobilienmarkler zu suchen , der Ihen helfen kann .	Ihen	58.0	62.0		Ihnen		['TP']
3700	2965	Ich lasse meinen Telefonnummer wenn sie Fragen haben und ich wünsche euch viel Glück .							[]
3701	2966	Mim Freundlichen Grüße J. Winkelmann	Mim	0.0	3.0		Mit		['TP']
3702	2966	Mim Freundlichen Grüße J. Winkelmann	Freundlichen	4.0	16.0		freundlichen		['FN']
3703	2967	Liebe zukünftigen Kollegen , Ich wollte dir über die Wohnungsmarkte in meinen Stadt informieren .	Ich	29.0	32.0		ich		['FN']
3704	2968	Ist es eine Kleine Stadt aber mit vielen großen Industrie Firmen von daher ist nicht einfach eine Wohnung zu finden .	Kleine	12.0	18.0		kleine		['FN']
3705	2968	Ist es eine Kleine Stadt aber mit vielen großen Industrie Firmen von daher ist nicht einfach eine Wohnung zu finden .	Industrie	48.0	57.0		Industriefirmen		['FN']
3706	2968	Ist es eine Kleine Stadt aber mit vielen großen Industrie Firmen von daher ist nicht einfach eine Wohnung zu finden .	Firmen	58.0	64.0		Industriefirmen		['FN']
3707	2969	Von Preis her ist es auch gerade nicht billig .							[]
3708	2970	Als eine Familie mit 1 oder 2 Kinder muss mann schon für 3 oder 4 Zimmer Wohnung um ca. 1200 € bis 1500 € rechnen das hängt natürlich von der Lager ab .	mann	42.0	46.0		man		['TP', 'FP?']
3709	2970	Als eine Familie mit 1 oder 2 Kinder muss mann schon für 3 oder 4 Zimmer Wohnung um ca. 1200 € bis 1500 € rechnen das hängt natürlich von der Lager ab .	3	57.0	58.0		Drei- oder Vierzimmerwohnung		['FN']
3710	2970	Als eine Familie mit 1 oder 2 Kinder muss mann schon für 3 oder 4 Zimmer Wohnung um ca. 1200 € bis 1500 € rechnen das hängt natürlich von der Lager ab .	oder	59.0	63.0		Drei- oder Vierzimmerwohnung		['FN']
3711	2970	Als eine Familie mit 1 oder 2 Kinder muss mann schon für 3 oder 4 Zimmer Wohnung um ca. 1200 € bis 1500 € rechnen das hängt natürlich von der Lager ab .	4	64.0	65.0		Drei- oder Vierzimmerwohnung		['FN']
3712	2970	Als eine Familie mit 1 oder 2 Kinder muss mann schon für 3 oder 4 Zimmer Wohnung um ca. 1200 € bis 1500 € rechnen das hängt natürlich von der Lager ab .	Zimmer	66.0	72.0		Drei- oder Vierzimmerwohnung		['FN']
3713	2970	Als eine Familie mit 1 oder 2 Kinder muss mann schon für 3 oder 4 Zimmer Wohnung um ca. 1200 € bis 1500 € rechnen das hängt natürlich von der Lager ab .	Wohnung	73.0	80.0		Drei- oder Vierzimmerwohnung		['FN']
3714	2971	Man muss auch natürlich beachtete wenn Kinder in eine Familie vorhanden sind eine Lager zu finden , die für die Kinder günstig ist .							[]
3715	2972	Als Einzelperson ist es natürlich einfache ein Objekte zu finden .							[]
3716	2973	Ob mieten oder Kaufen .							[]
3717	2974	Hier kann man meine meinung nach auch die Wohnungen schnell los zu werden .	meinung	20.0	27.0		Meinung		['TP']
3718	2975	Wie ich schon erwähnt habe hier ist vielen Industrien Firmen die ständig mitarbeiter wechseln .	Industrien	43.0	53.0		Industriefirmen		['FP?', 'FN']
3719	2975	Wie ich schon erwähnt habe hier ist vielen Industrien Firmen die ständig mitarbeiter wechseln .	Firmen	54.0	60.0		Industriefirmen		['FN']
3720	2975	Wie ich schon erwähnt habe hier ist vielen Industrien Firmen die ständig mitarbeiter wechseln .	mitarbeiter	73.0	84.0		Mitarbeiter		['TP']
3721	2976	Was mann noch beachten muss , wenn man objekte kauf ist die offentlichen verkehrsmittel .	mann	4.0	8.0		man		['TP', 'FP?', 'FP?', 'FP?']
3722	2976	Was mann noch beachten muss , wenn man objekte kauf ist die offentlichen verkehrsmittel .	objekte	39.0	46.0		Objekte		['TP']
3723	2976	Was mann noch beachten muss , wenn man objekte kauf ist die offentlichen verkehrsmittel .	offentlichen	60.0	72.0		öffentlichen		['TP']
3724	2976	Was mann noch beachten muss , wenn man objekte kauf ist die offentlichen verkehrsmittel .	verkehrsmittel	73.0	87.0		Verkehrsmittel		['TP']
3725	2977	Meistens fahren die Leute hier nicht mit dem Auto .							[]
3726	2978	Da in der Stadt oder auch in die Firmen teilweise keine Parkplatze vorhanden sind .							[]
3727	2979	Noch dazu möchte ich dir sagen die Stadt wo ich Wohne ich einfach wunderschön .	Wohne	48.0	53.0		wohne		['FN']
3728	2980	Ich freue mich schon dich zu begrüßen .							[]
3729	2981	Deine zukünftigen Kollegin Maria							[]
3730	2982	Stadt X ist eine kleiner Staat und zugleich ein internationaler Staat .							[]
3731	2983	Viele Einwohner , Immigranten und Gastarbeiter wohnen zusammen in diesem kleinen Land .							[]
3732	2984	Aber es ist nicht besonders schwerig , einen wohnort zu finden , weil man sich an verschiedene Einrichtungen wenden kann .	schwerig	28.0	36.0		schwierig		['TP', 'FP?']
3733	2984	Aber es ist nicht besonders schwerig , einen wohnort zu finden , weil man sich an verschiedene Einrichtungen wenden kann .	wohnort	45.0	52.0		Wohnort		['TP']
3734	2985	EInfamilienhäuse gibt es in Stadt X nicht so viele , und sie liegen meistens außerhalb der Stadt .	EInfamilienhäuse	0.0	16.0		Einfamilienhäuser		['TP']
3735	2986	Man muss mit dem Auto oder offentlichen Verkehrsmittel zur Arbeit fahren .	offentlichen	27.0	39.0		öffentlichen		['TP']
3736	2987	Es dauert allerdings nicht so lang , weil das Land sehr klein ist .							[]
3737	2988	In verschiedenen Gebieten in Stadt X wöhnen die Meisten Einwohner in Wohnblocken .	wöhnen	37.0	43.0		wohnen		['TP']
3738	2989	Wenn man eine Wohnung oder ein Haus mieten möchte , kann man im Internet Anzeigen suchen .							[]
3739	2990	Auf diese Weise hat man am schnellsten Erfolg , weil die Meisten Informationen im Internet zur Verfügung gestellt werden .	Meisten	57.0	64.0		meisten		['FN']
3740	2991	Ansonsten könnte ein Makler auch dabei helfen , aber man sollte die dadurch entstandenen Gebühren in Betracht ziehen .							[]
3741	2992	Bevor man einen wohnvertrag unterschreibt , muss man noch einige Punkte beachten .	wohnvertrag	16.0	27.0		Wohnvertrag		['FN']
3742	2993	Zum Beispiel muss man mehrmals die Wohnung durchsuchen und versichern , dass alle Möbel und Ausstattungen in Ordnung sind .							[]
3743	2994	Zudem ist es auch möglich , eine Wohnung oder ein Haus zu kaufen , wenn man langfristig in Stadt X wohnt .							[]
3744	2995	Damit kann man auch investieren .							[]
3745	2996	Wenn man Glück hast , kann er auch Geld davon verdienen .							[]
3746	2997	Alles in allem , ist es relativ einfach , einen Wohnort in Stadt X schnell und effektiv zu finden .							[]
3747	2998	Wohnungsmarkt in Stadt X Haben Sie sich entschieden in einem Unternehmen im Ausland zu arbeiten und schon von ihm eine Einladung bekommen ?							[]
3748	2999	Angesicht dieser Situation stellt dringende Frage , wie sieht den Wohnungsmarkt in der zukunftigen Arbeitsort ?	zukunftigen	87.0	98.0		zukünftigen		['TP']
3749	3000	Was muss man beachten ?							[]
3750	3001	Wenn Sie allein nach Stadt X umziehen möchten , dann es ist leichter eine Wohnsitz zu finden und Sie haben mehr Möglichkeiten als 4-köpfige Familie zum Beispiel .							[]
3751	3002	Wenn Sie jemanden schon kennen , der gleiche Familienstand wie Sie haben und schon eine Wohnung mieten , dann können Sie ihn fragen , ob ihm eine Wohngemeinschaft passt .							[]
3752	3003	Sie beide können dafür profitieren : Miete teilen , langweiles Leben vezichten und so weiter .	vezichten	69.0	78.0		verzichten		['FP?', 'TP']
3753	3004	Wenn solch eine Form für Sie nicht in Frage kommt , dann haben Sie noch ein paar Möglichkeiten : Privatwohnung oder eine Wohnung , die eine von 20 in Stadt X exestierte Baugenossenschaften mieten .	exestierte	158.0	168.0		existierte		['TP']
3754	3005	Manche Besitzer der Wohnung brauchen eine Haftpflichversicherung unbedinkt .	Haftpflichversicherung	42.0	64.0		Haftpflichtversicherung		['TP', 'FP?']
3755	3005	Manche Besitzer der Wohnung brauchen eine Haftpflichversicherung unbedinkt .	unbedinkt	65.0	74.0		unbedingt		['TP']
3756	3006	Das ist eine Versicherung , die eine Erstattung von ingerdwelche Schaden für Vermietler oder Nachbarinnen , wenn sie z.B. etwas kaput im Haus machen .	ingerdwelche	52.0	64.0		irgendwelche		['TP', 'FP?', 'FP?']
3757	3006	Das ist eine Versicherung , die eine Erstattung von ingerdwelche Schaden für Vermietler oder Nachbarinnen , wenn sie z.B. etwas kaput im Haus machen .	Vermietler	77.0	87.0		Vermieter		['TP']
3758	3006	Das ist eine Versicherung , die eine Erstattung von ingerdwelche Schaden für Vermietler oder Nachbarinnen , wenn sie z.B. etwas kaput im Haus machen .	kaput	128.0	133.0		kaputt		['TP']
3759	3007	Wenn Sie nach Stadt X mit Ihre Familie umziehen möchten , dann suchen Sie eine Wohnung nach Preis für Kaltmiete .							[]
3760	3008	Dazu rate ich auch Nebenkosten zu beachten und eine Kosten für z.B. Parkplatz .							[]
3761	3009	Anschlißlich kann ich folgende sagen : Wenn Sie eine Wohnung schon zum Glück gefunden haben , lesen Sie bitte ruhig ein Mitvertrag und nicht ein Mal .	Anschlißlich	0.0	12.0		Anschließend		['TP', 'FP?']
3762	3009	Anschlißlich kann ich folgende sagen : Wenn Sie eine Wohnung schon zum Glück gefunden haben , lesen Sie bitte ruhig ein Mitvertrag und nicht ein Mal .	Mitvertrag	120.0	130.0		Mietvertrag		['TP']
3763	3010	Beacten Sie drin : Kaltmiete , Nebenkosten , Ruhestunde , Haustieremöglichkeit und Zustand Ihrer Wohnung vor dem Unterstreiben des Mitvertrags und naher .	Beacten	0.0	7.0		Beachten		['TP', 'FP?', 'FP?', 'FP?']
3764	3010	Beacten Sie drin : Kaltmiete , Nebenkosten , Ruhestunde , Haustieremöglichkeit und Zustand Ihrer Wohnung vor dem Unterstreiben des Mitvertrags und naher .	Unterstreiben	113.0	126.0		Unterschreiben		['TP']
3765	3010	Beacten Sie drin : Kaltmiete , Nebenkosten , Ruhestunde , Haustieremöglichkeit und Zustand Ihrer Wohnung vor dem Unterstreiben des Mitvertrags und naher .	Mitvertrags	131.0	142.0		Mietvertrags		['TP']
3766	3010	Beacten Sie drin : Kaltmiete , Nebenkosten , Ruhestunde , Haustieremöglichkeit und Zustand Ihrer Wohnung vor dem Unterstreiben des Mitvertrags und naher .	naher	147.0	152.0		nachher		['FN']
3767	3011	Und natürlich besprechen Sie mit Ihren zukunftigen Nachbarn .	zukunftigen	39.0	50.0		zukünftigen		['TP']
3768	3012	"Ich möchte gerne über das Thema „ Traditionen aus meines Heimatlandes im Ausland oder die Kultur des Landes , nehmen , wo ich wohne . """""""""							[]
3769	3013	An erster Stelle würde ich sagen , dass es von der Heimat jeder Person .							[]
3770	3014	und Ausland abhängt .							[]
3771	3015	Ich erkläre das , weil ich auf die Kanarische Inseln Komme , und in diesem Fall ändert das Wetter sich alles .	Komme	53.0	58.0		komme		['FN']
3772	3016	Wir haben Keine richtige Weihnachten , weil wir eine regelmäßige Temperatur von 20 Grad das ganze Jahr haben , also bin ich am Strand im Winter .	Keine	10.0	15.0		keine		['FN']
3773	3017	Nach dieser Erklärung nehme ich an , dass , wenn man im Ausland ist , sollte die Traditionen vom Ausland gelernt werden .							[]
3774	3018	man muss nicht unbedingt alle Traditionen lernen aber es ist eine der besten Weisen um die Integration im Land zu schaffen .							[]
3775	3019	Andererseits muss ich sagen , dass man die Taditionen von unserem Land nicht vergessen werden müssen , da sie die Stamm unserer Erziehung sind .							['FP']
3776	3020	Das wäre , wie wir unsere Eltern oder Großeltern vergessen würden Bis jetzt habe ich zwei entgegensetze Meinungen gegeben , Warum das ?							[]
3777	3021	Weil meine Absicht nicht extrem ist , also denke ich , dass die richtige Lösung eine Mischung zwischen beide Erklärungen ist .							[]
3778	3022	Man muss die Kultur und Traditionen vom Ausland kennen und lernen aber niemals unsere Traditionen vergessen .							[]
3779	3023	Am Ende möchte ich gerne auch sagen , dass , wenn man in Deutschland ist , ist einfacher für jemand , die von Europa kommt als ein andere , die von Afrika zum Beispiel kommt , aber die neue Traditionen müssen gelernt werden und die alte nicht vergessen werden .							[]
3780	3024	Stadt X ist eine sehr große Stadt , dass die etwa dreiundhalb Millionen Einwohner hat .							['FP']
3781	3025	Könnte man einfach sagen Stadt X ist ein Metropol .							[]
3782	3026	Hier gibt es natürlich ziemlich viele Wohnungsmarkt und jede hat eigene Regeln .							[]
3783	3027	Allerdings bei der Wohnungsmarkt für eine Wohnung mieten die wichtichste ist Einkommennachweis .	wichtichste	61.0	72.0		wichtigste		['TP', 'FP?']
3784	3028	Das spielt wirklich sehr große Rolle .							[]
3785	3029	um eine Wohnung zu mieten .							[]
3786	3030	Die meistens Wohnungsvermarkler achten auf nur die Lohngehalt , weil sie ein sichere Person wollen zu bezahlung .	bezahlung	102.0	111.0		Bezahlung		['FP?', 'TP']
3787	3031	Andereseits ihre Familien Sturuktur ist auch wichtig für die Marktler .	Andereseits	0.0	11.0		Andererseits		['TP', 'FP?', 'FP?']
3788	3031	Andereseits ihre Familien Sturuktur ist auch wichtig für die Marktler .	Familien	17.0	25.0		Familienstruktur		['FN']
3789	3031	Andereseits ihre Familien Sturuktur ist auch wichtig für die Marktler .	Sturuktur	26.0	35.0		Familienstruktur		['TP']
3790	3032	In Deutschland die meistens Familien haben Einzelkinder und die sind generel sehr ruhig .	generel	69.0	76.0		generell		['TP']
3791	3033	Hier giebt es auch ziemlich viele Menschen , die allein wohnen und leben .	giebt	5.0	10.0		gibt		['TP']
3792	3034	Eine normale Familie wohnen hier oft in eine zwei oder drei Zimmer Wohnung , bzw .	zwei	45.0	49.0		Zwei- oder Dreizimmerwohnung		['FP?', 'FN']
3793	3034	Eine normale Familie wohnen hier oft in eine zwei oder drei Zimmer Wohnung , bzw .	oder	50.0	54.0		Zwei- oder Dreizimmerwohnung		['FN']
3794	3034	Eine normale Familie wohnen hier oft in eine zwei oder drei Zimmer Wohnung , bzw .	drei	55.0	59.0		Zwei- oder Dreizimmerwohnung		['FN']
3795	3034	Eine normale Familie wohnen hier oft in eine zwei oder drei Zimmer Wohnung , bzw .	Zimmer	60.0	66.0		Zwei- oder Dreizimmerwohnung		['FN']
3796	3034	Eine normale Familie wohnen hier oft in eine zwei oder drei Zimmer Wohnung , bzw .	Wohnung	67.0	74.0		Zwei- oder Dreizimmerwohnung		['FN']
3797	3035	jedes Kind braucht ein eigene Zimmer .							[]
3798	3036	Die Wohnungsvermarklern achten auch auf ihre Aufenthaltstatus .	Wohnungsvermarklern	4.0	23.0		Wohnungsmakler		['TP', 'FP?']
3799	3037	Das ist eine Garantie für die Vermarktler , weil wen Sie keine Aufenterlaunbis haben dann bedeutet das nach kurze Zeit fielleicht Sie müsse hier verlassen .	wen	49.0	52.0		wenn		['FP?', 'FP?', 'FP?', 'FN']
3800	3037	Das ist eine Garantie für die Vermarktler , weil wen Sie keine Aufenterlaunbis haben dann bedeutet das nach kurze Zeit fielleicht Sie müsse hier verlassen .	Aufenterlaunbis	63.0	78.0		Aufenthaltserlaubnis		['TP']
3801	3037	Das ist eine Garantie für die Vermarktler , weil wen Sie keine Aufenterlaunbis haben dann bedeutet das nach kurze Zeit fielleicht Sie müsse hier verlassen .	fielleicht	119.0	129.0		vielleicht		['TP']
3802	3038	Ich möchte eine Bericht zu Ihrer Temer geben , um eine wohnung in Stadt X zu finden .	Temer	33.0	38.0		Thema		['TP', 'FP?']
3803	3038	Ich möchte eine Bericht zu Ihrer Temer geben , um eine wohnung in Stadt X zu finden .	wohnung	55.0	62.0		Wohnung		['TP']
3804	3039	Stadt X ist ein groß Stadt , gibt es in Stadt X Viele bewohner .	Viele	48.0	53.0		viele		['FP?', 'FN']
3805	3039	Stadt X ist ein groß Stadt , gibt es in Stadt X Viele bewohner .	bewohner	54.0	62.0		Bewohner		['TP']
3806	3040	und naturlich viele wohnungen .	naturlich	4.0	13.0		natürlich		['TP', 'FP?']
3807	3040	und naturlich viele wohnungen .	wohnungen	20.0	29.0		Wohnungen		['TP']
3808	3041	Ich kann paar Tipp geben .							[]
3809	3042	weil ich seit drei monate meine wohnung mieten .	monate	19.0	25.0		Monaten		['FP?', 'FN']
3810	3042	weil ich seit drei monate meine wohnung mieten .	wohnung	32.0	39.0		Wohnung		['TP']
3811	3043	dann kann ich meine erfahrungen geben .	erfahrungen	20.0	31.0		Erfahrungen		['TP']
3812	3044	Im Internet sind viele und verschieden Seite , in dem sie surfen kann .							[]
3813	3045	zum Beispiel wohnungmaria.meier@internet.de oder mehrere als sie denken .							[]
3814	3046	In Stadt X scheint ein mal pro woche eine zeitschrift , das heißt WohnungBlatt .	woche	31.0	36.0		 Woche		['TP', 'FP?', 'FP?']
3815	3046	In Stadt X scheint ein mal pro woche eine zeitschrift , das heißt WohnungBlatt .	zeitschrift	42.0	53.0		Zeitschrift		['TP']
3816	3047	auch dort gibt es viele Wohnungen und Häusen zu mieten oder verkaufen .							['FP']
3817	3048	wenn sie will .							[]
3818	3049	Sie haben auch andere möglichkeiten , obwohl Teuer ist .	möglichkeiten	22.0	35.0		Möglichkeiten		['TP']
3819	3049	Sie haben auch andere möglichkeiten , obwohl Teuer ist .	Teuer	45.0	50.0		teuer		['FN']
3820	3050	aber können sie sehr schneller und leichter .							[]
3821	3051	eigene wohnung zu finden .	wohnung	7.0	14.0		Wohnung		['TP']
3822	3052	und Ihrer Ziel erreichen .							[]
3823	3053	Diese möglich keite was ich empfolen habe , dass heißt , wohnung Agentur , da kann man einfach gehen werden .	möglich	6.0	13.0		Möglichkeit		['FP?', 'FP?', 'FP?', 'FN']
3824	3053	Diese möglich keite was ich empfolen habe , dass heißt , wohnung Agentur , da kann man einfach gehen werden .	keite	14.0	19.0		Möglichkeit		['TP']
3825	3053	Diese möglich keite was ich empfolen habe , dass heißt , wohnung Agentur , da kann man einfach gehen werden .	empfolen	28.0	36.0		empfohlen		['TP']
3826	3053	Diese möglich keite was ich empfolen habe , dass heißt , wohnung Agentur , da kann man einfach gehen werden .	wohnung	57.0	64.0		Wohnungsagentur		['TP']
3827	3053	Diese möglich keite was ich empfolen habe , dass heißt , wohnung Agentur , da kann man einfach gehen werden .	Agentur	65.0	72.0		Wohnungsagentur		['FN']
3828	3054	und Ihrer Situration beschreiben .	Situration	10.0	20.0		Situation		['TP']
3829	3055	dann gibt es dort viele Angebote .							[]
3830	3056	Ich empfele sie , wenn sie familie haben .	empfele	4.0	11.0		empfehle		['TP', 'FP?']
3831	3056	Ich empfele sie , wenn sie familie haben .	sie	23.0	26.0		Sie		['FN']
3832	3056	Ich empfele sie , wenn sie familie haben .	familie	27.0	34.0		Familie		['TP']
3833	3057	wenn man Einzelperson sind , ist leichter als familie .	familie	46.0	53.0		Familie		['TP']
3834	3058	weil in Stadt X kann man viele wohngemeinschaf finden .	wohngemeinschaf	31.0	46.0		Wohngemeinschaften		['TP']
3835	3059	( WG ) und muss mann beachten , welche Bezirk wollen Sie wohnen , Stadt X ist mit viele verschidene orten , und bestet aus eigene schmecksache .	mann	16.0	20.0		man		['TP', 'FP?', 'FP?', 'FP?']
3836	3059	( WG ) und muss mann beachten , welche Bezirk wollen Sie wohnen , Stadt X ist mit viele verschidene orten , und bestet aus eigene schmecksache .	verschidene	88.0	99.0		verschiedene		['TP']
3837	3059	( WG ) und muss mann beachten , welche Bezirk wollen Sie wohnen , Stadt X ist mit viele verschidene orten , und bestet aus eigene schmecksache .	orten	100.0	105.0		Orten		['FN']
3838	3059	( WG ) und muss mann beachten , welche Bezirk wollen Sie wohnen , Stadt X ist mit viele verschidene orten , und bestet aus eigene schmecksache .	bestet	112.0	118.0		besteht		['TP']
3839	3059	( WG ) und muss mann beachten , welche Bezirk wollen Sie wohnen , Stadt X ist mit viele verschidene orten , und bestet aus eigene schmecksache .	schmecksache	130.0	142.0		Geschmackssache		['TP']
3840	3060	zum Beispiel inder mitte ist ganz andere als west oder nord .	inder	13.0	18.0		in der		['TP', 'FP?', 'FP?', 'FP?']
3841	3060	zum Beispiel inder mitte ist ganz andere als west oder nord .	mitte	19.0	24.0		Mitte		['TP']
3842	3060	zum Beispiel inder mitte ist ganz andere als west oder nord .	west	45.0	49.0		West		['TP']
3843	3060	zum Beispiel inder mitte ist ganz andere als west oder nord .	nord	55.0	59.0		Nord		['TP']
3844	3061	und noch muss sie beachten , wo Sie arbeiten oder betätigen .							[]
3845	3062	wenn Ihre arbeit , wo Sie arbeiten so weit ist dann brachen sie mehrere zeit , vorzubringen .	arbeit	10.0	16.0		Arbeit		['TP']
3846	3062	wenn Ihre arbeit , wo Sie arbeiten so weit ist dann brachen sie mehrere zeit , vorzubringen .	brachen	52.0	59.0		brauchen		['FN']
3847	3062	wenn Ihre arbeit , wo Sie arbeiten so weit ist dann brachen sie mehrere zeit , vorzubringen .	zeit	72.0	76.0		Zeit		['FN']
3848	3063	wohnung in Stadt X ist nich so teuer miete ist nicht zu hoch , aber Kaution ist Pflicht .	wohnung	0.0	7.0		Wohnung		['FP?', 'FN']
3849	3063	wohnung in Stadt X ist nich so teuer miete ist nicht zu hoch , aber Kaution ist Pflicht .	nich	23.0	27.0		nicht		['TP']
3850	3063	wohnung in Stadt X ist nich so teuer miete ist nicht zu hoch , aber Kaution ist Pflicht .	miete	37.0	42.0		Miete		['FN']
3851	3064	drei oder zwei kalte mieten .							[]
3852	3065	Am ende möchte ich sage , wenn sie ein monad intinsiv suchen .	ende	3.0	7.0		Ende		['FP?', 'FP?', 'FN']
3853	3065	Am ende möchte ich sage , wenn sie ein monad intinsiv suchen .	sie	31.0	34.0		Sie		['FN']
3854	3065	Am ende möchte ich sage , wenn sie ein monad intinsiv suchen .	monad	39.0	44.0		Monat		['TP']
3855	3065	Am ende möchte ich sage , wenn sie ein monad intinsiv suchen .	intinsiv	45.0	53.0		intesiv		['TP']
