SentenceID	Sentence	initial_word	start_index	end_index	our_correction	gold_correction	ours_is_correct
3226	Teď v našém století , je to opravdu důležité se učit ve škole , protože každá škola , od základní do střední dává člověku nějaké vzdělání .	našém	6	11		našem	
3227	Například , když chcete studovat na univerzitě a po studování dostat dobrou praci , musíte nejdřívé ukončit školu , protože když toho neuděláté nebudete moc dobré dělat přijímací zkoušky na této univerzitě nebo vysoké škole .	praci	76	81		práci	
3227	Například , když chcete studovat na univerzitě a po studování dostat dobrou praci , musíte nejdřívé ukončit školu , protože když toho neuděláté nebudete moc dobré dělat přijímací zkoušky na této univerzitě nebo vysoké škole .	nejdřívé	91	99		nejdříve	
3227	Například , když chcete studovat na univerzitě a po studování dostat dobrou praci , musíte nejdřívé ukončit školu , protože když toho neuděláté nebudete moc dobré dělat přijímací zkoušky na této univerzitě nebo vysoké škole .	neuděláté	134	143		neuděláte	
3228	Když řeknete , že čtení spousty knih bude dost , abyste nechodili do školy vůbec , na to odpovím , že se mýlíte , protože pomoci ji můžete se lépe naučit mít svou vlastní myšlenku a budete umět ji řeknout .						
3229	Budete také učit dobre psát a hezké mluvit , a to je také důležité pro současný život .	dobre	17	22		dobře	
3230	Co se týká čtení knih , tak si myslím , že radějí to dělat po školy nebo o víkend a bude na to také dost času .	radějí	43	49		raději	
3231	Myslím také , že když člověk se špatně učí ve škole nebo neučil se vůbec , to je velice špatné , osobně pro něho , a není to zajímavé se s ním týkat , protože nebudete vědět , co mu říct , a ten člověk , také nic zajímavého vám neřekne .						
3232	To bude tak , protože má velice malý slovíčkový zápas .						
3233	A kromě toho všeho , všichni neudělané lidé mají velice málo přátel .						
3234	Myslím si , že to je tak .						
3235	Ahoj !						
3236	Moc děkuji tobě , udělala jsi mě s tim radost že pozvala na sve narozeniny .	tim	35	38		tím	
3236	Moc děkuji tobě , udělala jsi mě s tim radost že pozvala na sve narozeniny .	sve	60	63		své	
3237	Ale ty jsi zapoměla napsat kde a kdy se začina oslava .	zapoměla	11	19		zapomněla	
3237	Ale ty jsi zapoměla napsat kde a kdy se začina oslava .	začina	40	46		začíná	
3238	Prosím , napiš mi detajly .	detajly	18	25		detaily	
3239	A ještě chci se zeptat , kdo ještě bude ?						
3240	Budu velice se těšit na tve narozeniny.S pozdravem , Kateřina	tve	24	27		tvé	
3241	Na fotográfii jsou jeden můž a jeho dítě , hrajou v moři .	fotográfii	3	13		fotografii	
3241	Na fotográfii jsou jeden můž a jeho dítě , hrajou v moři .	můž	25	28		muž	
3242	Myslím , že rodina má dovolenou .						
3243	Kazdy den plavají , opalovají se a hrajou na slnce .	Kazdy	0	5		Každý	
3243	Kazdy den plavají , opalovají se a hrajou na slnce .	slnce	45	50		slunci	
3244	Mají na sobě jen plavky , protože je teplo .						
3245	Je jim dobře , protože je leto , je dovolená .	leto	26	30		léto	
3246	Matka nejspíš na pláži čte nějakou knihu .						
3247	Otec je sportověc , učí dítě plavat .	sportověc	8	17		sportovec	
3248	Má na sobě slunečné brily .	brily	20	25		brýle	
3249	Může být hned budou mluvit kam půjdou obědvat nebo kam půjdou na procházku dneska večer .						
3250	A nebo už zítra musí jed domu ?	jed	21	24		jet	
3250	A nebo už zítra musí jed domu ?	domu	25	29		domů	
3251	Ahoj Martine , Jak se máš ?						
3252	Děkuju mockrát za pozvání !						
3253	Samožrejmě přijedu !	Samožrejmě	0	10		Samozřejmě	
3254	Kde bude mejdan ?						
3255	A v kolik hodin ho začne ?						
3256	Bude tam taky naše kamarádka Eva ?						
3257	Koho jsi ještě pozval ?						
3258	Už se moc těším !						
3259	Měj se David						
3260	V současne době , když kžady den přinaši nejake přkvapení , a to nevždycky prijemné .	současne	2	10		současné	
3260	V současne době , když kžady den přinaši nejake přkvapení , a to nevždycky prijemné .	kžady	23	28		každý	
3260	V současne době , když kžady den přinaši nejake přkvapení , a to nevždycky prijemné .	přinaši	33	40		přináší	
3260	V současne době , když kžady den přinaši nejake přkvapení , a to nevždycky prijemné .	nejake	41	47		nějaké	
3260	V současne době , když kžady den přinaši nejake přkvapení , a to nevždycky prijemné .	přkvapení	48	57		překvapení	
3260	V současne době , když kžady den přinaši nejake přkvapení , a to nevždycky prijemné .	nevždycky	65	74		ne vždycky	
3260	V současne době , když kžady den přinaši nejake přkvapení , a to nevždycky prijemné .	prijemné	75	83		příjemné	
3261	Člověk musi mít vedle sebe lidi , které mohly by jeho podporovat v ruznych životních situacich .	musi	7	11		musí	
3261	Člověk musi mít vedle sebe lidi , které mohly by jeho podporovat v ruznych životních situacich .	ruznych	67	74		různých	
3261	Člověk musi mít vedle sebe lidi , které mohly by jeho podporovat v ruznych životních situacich .	situacich	85	94		situacích	
3262	V mladi a staři .	mladi	2	7		mládí	
3262	V mladi a staři .	staři	10	15		stáří	
3263	V nouzí nebo ... Člověk sam musi urcit koho on Bude počitat za kamáráda , nebo za obyčejneho známeho .	sam	24	27		sám	
3263	V nouzí nebo ... Člověk sam musi urcit koho on Bude počitat za kamáráda , nebo za obyčejneho známeho .	musi	28	32		musí	
3263	V nouzí nebo ... Člověk sam musi urcit koho on Bude počitat za kamáráda , nebo za obyčejneho známeho .	urcit	33	38		určit	
3263	V nouzí nebo ... Člověk sam musi urcit koho on Bude počitat za kamáráda , nebo za obyčejneho známeho .	Bude	47	51		bude	
3263	V nouzí nebo ... Člověk sam musi urcit koho on Bude počitat za kamáráda , nebo za obyčejneho známeho .	počitat	52	59		počítat	
3263	V nouzí nebo ... Člověk sam musi urcit koho on Bude počitat za kamáráda , nebo za obyčejneho známeho .	kamáráda	63	71		kamaráda	
3263	V nouzí nebo ... Člověk sam musi urcit koho on Bude počitat za kamáráda , nebo za obyčejneho známeho .	obyčejneho	82	92		obyčejného	
3263	V nouzí nebo ... Člověk sam musi urcit koho on Bude počitat za kamáráda , nebo za obyčejneho známeho .	známeho	93	100		známého	
3264	Poznáš přítele jen v nouzi .						
3265	Jen když přítel s tebou rozděli poslední kusek chleba , poskitne pomoc , nebo vrati k životu dobrímslovem .	rozděli	24	31		rozdělí	
3265	Jen když přítel s tebou rozděli poslední kusek chleba , poskitne pomoc , nebo vrati k životu dobrímslovem .	kusek	41	46		kousek	
3265	Jen když přítel s tebou rozděli poslední kusek chleba , poskitne pomoc , nebo vrati k životu dobrímslovem .	poskitne	56	64		poskytne	
3265	Jen když přítel s tebou rozděli poslední kusek chleba , poskitne pomoc , nebo vrati k životu dobrímslovem .	vrati	78	83		vrátí	
3265	Jen když přítel s tebou rozděli poslední kusek chleba , poskitne pomoc , nebo vrati k životu dobrímslovem .	dobrímslovem	93	105		dobrým	
3266	U každeho člověka Behem života muže nastat obdobi v přátelske podpoře .	každeho	2	9		každého	
3266	U každeho člověka Behem života muže nastat obdobi v přátelske podpoře .	Behem	18	23		během	
3266	U každeho člověka Behem života muže nastat obdobi v přátelske podpoře .	muže	31	35		může	
3266	U každeho člověka Behem života muže nastat obdobi v přátelske podpoře .	obdobi	43	49		období	
3266	U každeho člověka Behem života muže nastat obdobi v přátelske podpoře .	přátelske	52	61		přátelské	
3267	Kdo vam podá pomocnou ruku .	vam	4	7		vám	
3268	Kdo nabidne teplo svého domova a možné i duše a srdce ?	nabidne	4	11		nabídne	
3269	Jak Bude hodně opravdovych kamarádů ?	Bude	4	8		bude	
3269	Jak Bude hodně opravdovych kamarádů ?	opravdovych	15	26		opravdových	
3270	Doufám , že já mám toho práveho kamárada , který mně Bude podporovát v nouzi .	Bude	53	57		bude	
3270	Doufám , že já mám toho práveho kamárada , který mně Bude podporovát v nouzi .	podporovát	58	68		podporovat	
3271	A taky myslim že já taky mám silu a svědomi , abych podpořit v spatné chvilě kamaradi který potřebuji pomoc .	myslim	7	13		myslím	
3271	A taky myslim že já taky mám silu a svědomi , abych podpořit v spatné chvilě kamaradi který potřebuji pomoc .	silu	29	33		sílu	
3271	A taky myslim že já taky mám silu a svědomi , abych podpořit v spatné chvilě kamaradi který potřebuji pomoc .	svědomi	36	43		svědomí	
3271	A taky myslim že já taky mám silu a svědomi , abych podpořit v spatné chvilě kamaradi který potřebuji pomoc .	chvilě	70	76		chvíli	
3271	A taky myslim že já taky mám silu a svědomi , abych podpořit v spatné chvilě kamaradi který potřebuji pomoc .	kamaradi	77	85		kamarády	
3271	A taky myslim že já taky mám silu a svědomi , abych podpořit v spatné chvilě kamaradi který potřebuji pomoc .	potřebuji	92	101		potřebují	
3272	Bez viry nelze čestovat zivotní cestou .	viry	4	8		víry	
3272	Bez viry nelze čestovat zivotní cestou .	čestovat	15	23		cestovat	
3272	Bez viry nelze čestovat zivotní cestou .	zivotní	24	31		životní	
3273	Všichni víme , že práce , tj .						
3274	zaměstnání , je jedna z nejdůležitější věcí ve životě každého člověka .						
3275	Bez práce nebude mít člověk peníze , a bez peněz nemůže nikdo žít .						
3276	Problém je v tom , že někteří lidé chtěji , aby dostavali peníze bez žádné práce a hledají různé způsoby , jak to udělat .	chtěji	35	41		chtějí	
3276	Problém je v tom , že někteří lidé chtěji , aby dostavali peníze bez žádné práce a hledají různé způsoby , jak to udělat .	dostavali	48	57		dostávali	
3277	Ten problém není jenom ekonomický , ale také etický .						
3278	Každý člověk musí nějakým způsobem pomáhat všem ostatním lidem , tj .						
3279	musí pracovat a dělat něco nutného pro všechny .						
3280	Jestliže určitý člověk žije jenom pro sebe , musíme se zeptat , proč on existuje a žije ve společnosti .						
3281	Práce nemusí být fyzická .						
3282	Spisovatel , například , také ma pozitivní vliv na společnost , přestože jeho práce je uplně intelektuální .	ma	30	32		má	
3282	Spisovatel , například , také ma pozitivní vliv na společnost , přestože jeho práce je uplně intelektuální .	uplně	87	92		úplně	
3283	Můžeme říct , že pokud zaměstnánci , zabývající se fyzickou prácí , vyrábějí fyzické produkty , jako například stroje , jídlo a palivo , spisovateli , skladateli atd .	zaměstnánci	23	34		zaměstnanci	
3283	Můžeme říct , že pokud zaměstnánci , zabývající se fyzickou prácí , vyrábějí fyzické produkty , jako například stroje , jídlo a palivo , spisovateli , skladateli atd .	prácí	60	65		prací	
3284	"""" vyrábějí """" kulturu , která je stejně tak důležitá pro lidy , jak potraviny a energie .						
3285	Samozřejmě , existujou také práce , které jsou velmi důležité , přestože vůbec nic nevyrábějí : například učitelé a profesoři ( protože bez kvalitných škol a univerzit společnost nemohla by existovat ) , lékaři , atd .						
3286	Na konce můžeme říct , že každý člověk musí dělat něco nutného pro svou společnost , ale bohužel mnoho lidí potřebujou nějakou motivaci , nějaké """" koláče """" .						
3287	Ty """" koláče """" jsou opravdu peníze , a podle mého názoru nesmí žádný člověk dostavat peníze bez důležité a nutné práce .	dostavat	75	83		dostávat	
3288	Jenom tak může společnost progresovat .						
3289	Bez práce nejsou , a nesmí být , koláče .						
3290	Jestli tohle přísloví je pravda nebo ne se zjístí , když člověka právě potká nepřijemná událost .	zjístí	43	49		zjistí	
3290	Jestli tohle přísloví je pravda nebo ne se zjístí , když člověka právě potká nepřijemná událost .	nepřijemná	77	87		nepříjemná	
3291	Jak reagují kamárádi na Vaš smutek ?	kamárádi	12	20		kamarádi	
3292	Umí pří Vás stát nebo radši si Vás nějakou dobu nebudou všímat a ozvou se až po půl roce ?	pří	4	7		při	
3292	Umí pří Vás stát nebo radši si Vás nějakou dobu nebudou všímat a ozvou se až po půl roce ?	Vás	31	34		vás	
3293	Nedávno jsem prožila tragickou nehodu a měla jsem přiležítost sama zjístit , že ta lidská věta je bohužel skutečnost - Ano , v nouzi poznáš přítele .	zjístit	67	74		zjistit	
3294	Je samozřejmně těžké utěšovat kamaráda .	samozřejmně	3	14		samozřejmě	
3295	Těžko se řiká , že """" to bude dobré """" , když je člověk na dně .	řiká	9	13		říká	
3296	Navíc vývolává v nás neštěstí ostatních nepohodu .	vývolává	6	14		vyvolává	
3297	Člověk se cítí nepřijemně , protože je sám konfrontovan se svými úzkostmi - kdo se nebojí smrti , ztráty práce nebo nemoci ?	nepřijemně	15	25		nepříjemně	
3297	Člověk se cítí nepřijemně , protože je sám konfrontovan se svými úzkostmi - kdo se nebojí smrti , ztráty práce nebo nemoci ?	konfrontovan	43	55		konfrontován	
3298	Přesto opravdový přitel dokaže být v nejhorších situacích přitomen .	přitel	17	23		přítel	
3298	Přesto opravdový přitel dokaže být v nejhorších situacích přitomen .	dokaže	24	30		dokáže	
3298	Přesto opravdový přitel dokaže být v nejhorších situacích přitomen .	přitomen	58	66		přítomen	
3299	Musí chvili přestat myslet na sebe , překonat svoje strachy a soustředit se na nešťastého přítele .	chvili	5	11		chvíli	
3299	Musí chvili přestat myslet na sebe , překonat svoje strachy a soustředit se na nešťastého přítele .	nešťastého	79	89		nešťastného	
3300	Musí taky umět poznat , co potřebuje druhý a respektovat to - je to těžké hodinu sedět a nemluvit , ale nejlepší přítel se Vás musí snažit vyhovět a mlčí s Vámi , když potřebuje zrovna mlčet .	Vás	123	126		vám	
3301	Na závěr je důležité říct , že nesťastný člověk se ale nesmí na nikoho zlobit , protože káždý dělá , co může a podle svých možností .	nesťastný	31	40		nešťastný	
3301	Na závěr je důležité říct , že nesťastný člověk se ale nesmí na nikoho zlobit , protože káždý dělá , co může a podle svých možností .	káždý	88	93		každý	
3302	Proto si myslím , že """" v nouzi poznáš přítele """" je pravda ale opak toho přísloví nemusí být pravda - že v nouzi poznáš i svoje nepřítele .						
3303	Lidé , kteří Vás v nouzi zklámali se jenom nezvládli dívat na svoje strachy """" do očí """" .	zklámali	25	33		zklamali	
3304	Celý život , od nárození do smrti , lide musí komunikovat s různými lidmi .	nárození	16	24		narození	
3304	Celý život , od nárození do smrti , lide musí komunikovat s různými lidmi .	lide	36	40		lidé	
3305	Život každého člověka je těžčí , a proto každý chci se rozdělit své problémy s příbuznými nebo práteli .	práteli	95	102		přáteli	
3306	Myslím , že každý člověk má nejlepšího kamaráda , jaký bude pomáhat , když něco se stane špatně .						
3307	Ale bohužel , může být jinak .						
3308	Například , měla jsem nástupní situaci v minulém roce .						
3309	Měla jsem kamarádku ( jmenuje se Kateřina ) , komunikovala s ní dobře asi 10 roků .						
3310	Pak zemřela má babička a měla jsem mocnou depresi .						
3311	Moje hezká kamarádka se mnou přestala komunikovat .						
3312	Také Kateřina vůbec neodpovědela , proč se tak stalo .						
3313	Já také nevím .						
3314	Ale už mám nejlepší přítelkyně Evu , se kterou se seznamila na univerzitě .	seznamila	50	59		seznámila	
3315	To je dobrý a milý člověk , a líbí se mi to .						
3316	Vždy chci pomáhat lidem a mně taky , zvláště když někdo má nemoc .						
3317	( Eva studuje na lékařšké fakultě ) .						
3318	Doufám , že každý člověk bude sťastný jako já .	sťastný	30	37		šťastný	
3319	mít dobrých přátel jako moje nejlepší kamarádka .						
3320	Přátel , kteří vždy mohou zlepšit náladu a pomoct vyřešit všechny problémy .						
3321	Ale je třeba pamatovat , že když máš kamaráda , musíš také mu pomáhat .						
3322	Dokonce , vědci zjistili , že když máte přátele , budete žít víc .						
3323	Bez práce nejsou koláče .						
3324	Kdo muže představovat naš život bez peniz ?	muže	4	8		může	
3324	Kdo muže představovat naš život bez peniz ?	naš	22	25		náš	
3325	Myslím že nikdo .						
3326	Dnes musíme platít vic , aby mělí pro sebe dost .	platít	12	18		platit	
3326	Dnes musíme platít vic , aby mělí pro sebe dost .	vic	19	22		víc	
3326	Dnes musíme platít vic , aby mělí pro sebe dost .	mělí	29	33		měli	
3327	Ale jak dostat te penizí ?						
3328	Samozřejmňe musíme najít práce .	Samozřejmňe	0	11		Samozřejmě	
3329	Před tím musíme naučit se na vysoké škole .						
3330	Po všemu našemu životu naša rodina tvrdí , že musíme mít zaměstnaní , musíme vědet co chceme , najít nakonec hezke prace .	zaměstnaní	57	67		zaměstnání	
3330	Po všemu našemu životu naša rodina tvrdí , že musíme mít zaměstnaní , musíme vědet co chceme , najít nakonec hezke prace .	vědet	77	82		vědět	
3331	Bohužel to nejde .						
3332	Když studujeme na vysoké škole , tak musíme jít pracovat jako břihada .						
3333	Proč ?						
3334	Protože my potřebujeme skripty pro vyuku , připojení k Internetu ( pro dostavaní informace a zasílani pošty e-mailem ) , kancelařskí spotřeby .	vyuku	35	40		výuku	
3334	Protože my potřebujeme skripty pro vyuku , připojení k Internetu ( pro dostavaní informace a zasílani pošty e-mailem ) , kancelařskí spotřeby .	Internetu	55	64		internetu	
3334	Protože my potřebujeme skripty pro vyuku , připojení k Internetu ( pro dostavaní informace a zasílani pošty e-mailem ) , kancelařskí spotřeby .	dostavaní	71	80		dostávání	
3334	Protože my potřebujeme skripty pro vyuku , připojení k Internetu ( pro dostavaní informace a zasílani pošty e-mailem ) , kancelařskí spotřeby .	zasílani	93	101		zasílání	
3334	Protože my potřebujeme skripty pro vyuku , připojení k Internetu ( pro dostavaní informace a zasílani pošty e-mailem ) , kancelařskí spotřeby .	kancelařskí	121	132		kancelářské	
3335	Když skončíme univerzitu a dostaníme bakalavra nebo magistra , tak mužeme pracovat na svem oboru .	mužeme	67	73		můžeme	
3335	Když skončíme univerzitu a dostaníme bakalavra nebo magistra , tak mužeme pracovat na svem oboru .	svem	86	90		svém	
3336	Proč nemužeme zustat domu a divat se na televize ?	nemužeme	5	13		nemůžeme	
3336	Proč nemužeme zustat domu a divat se na televize ?	zustat	14	20		zůstat	
3336	Proč nemužeme zustat domu a divat se na televize ?	divat	28	33		dívat	
3337	Protože musíme něco jíst a pít , potřebujeme někde bydlet .						
3338	Čím dřív začneme pracovat , tím dřív dostaneme peníze .						
3339	Jak dostaneme dost penizí pro sebe , tak mužeme přemyslet o svou rodinu , o dítětí .	mužeme	41	47		můžeme	
3339	Jak dostaneme dost penizí pro sebe , tak mužeme přemyslet o svou rodinu , o dítětí .	přemyslet	48	57		přemýšlet	
3339	Jak dostaneme dost penizí pro sebe , tak mužeme přemyslet o svou rodinu , o dítětí .	dítětí	76	82		dítěti	
3340	Před tím , vždicky musíš přemyslet o svech penízí , protože jestlí budeš mít svou rodinu , tak musíš pracovat , stát nemuže davát peníze za níc .	vždicky	11	18		vždycky	
3340	Před tím , vždicky musíš přemyslet o svech penízí , protože jestlí budeš mít svou rodinu , tak musíš pracovat , stát nemuže davát peníze za níc .	přemyslet	25	34		přemýšlet	
3340	Před tím , vždicky musíš přemyslet o svech penízí , protože jestlí budeš mít svou rodinu , tak musíš pracovat , stát nemuže davát peníze za níc .	jestlí	60	66		jestli	
3340	Před tím , vždicky musíš přemyslet o svech penízí , protože jestlí budeš mít svou rodinu , tak musíš pracovat , stát nemuže davát peníze za níc .	nemuže	117	123		nemůže	
3340	Před tím , vždicky musíš přemyslet o svech penízí , protože jestlí budeš mít svou rodinu , tak musíš pracovat , stát nemuže davát peníze za níc .	davát	124	129		dávat	
3340	Před tím , vždicky musíš přemyslet o svech penízí , protože jestlí budeš mít svou rodinu , tak musíš pracovat , stát nemuže davát peníze za níc .	níc	140	143		nic	
3341	V závěře chtela bych řict , že tento pohovorka ( bez práce nejsou koláče ) znaměna , že jak dostaneš prace , tak budeš mít peníze .	chtela	9	15		chtěla	
3341	V závěře chtela bych řict , že tento pohovorka ( bez práce nejsou koláče ) znaměna , že jak dostaneš prace , tak budeš mít peníze .	řict	21	25		říct	
3341	V závěře chtela bych řict , že tento pohovorka ( bez práce nejsou koláče ) znaměna , že jak dostaneš prace , tak budeš mít peníze .	znaměna	75	82		znamená	
3341	V závěře chtela bych řict , že tento pohovorka ( bez práce nejsou koláče ) znaměna , že jak dostaneš prace , tak budeš mít peníze .	prace	101	106		práci	
3342	A čím hodně penize budeš mít , tím dřív koupíš sebe všechno co potřebuješ .	penize	12	18		peněz	
3343	V nouzi poznáš přítele , to pravda .						
3344	Protoze tén kamarad s kterým ty prošel všechní nouzi budet s tebou všechí tvý dni .	Protoze	0	7		Protože	
3344	Protoze tén kamarad s kterým ty prošel všechní nouzi budet s tebou všechí tvý dni .	tén	8	11		ten	
3344	Protoze tén kamarad s kterým ty prošel všechní nouzi budet s tebou všechí tvý dni .	kamarad	12	19		kamarád	
3345	A ty ho můžeš naževat přítelem .						
3346	Z tákovým přítelem můžeš mlůvit na různí tematy a táně řekat mů nejaky soukromé vecí o kterich níkdo kromě jeho nemůsí vedet a slíšet .	tákovým	2	9		takovým	
3346	Z tákovým přítelem můžeš mlůvit na různí tematy a táně řekat mů nejaky soukromé vecí o kterich níkdo kromě jeho nemůsí vedet a slíšet .	mlůvit	25	31		mluvit	
3346	Z tákovým přítelem můžeš mlůvit na různí tematy a táně řekat mů nejaky soukromé vecí o kterich níkdo kromě jeho nemůsí vedet a slíšet .	mů	61	63		mu	
3346	Z tákovým přítelem můžeš mlůvit na různí tematy a táně řekat mů nejaky soukromé vecí o kterich níkdo kromě jeho nemůsí vedet a slíšet .	nejaky	64	70		nějaké	
3346	Z tákovým přítelem můžeš mlůvit na různí tematy a táně řekat mů nejaky soukromé vecí o kterich níkdo kromě jeho nemůsí vedet a slíšet .	níkdo	95	100		nikdo	
3346	Z tákovým přítelem můžeš mlůvit na různí tematy a táně řekat mů nejaky soukromé vecí o kterich níkdo kromě jeho nemůsí vedet a slíšet .	nemůsí	112	118		nemusí	
3346	Z tákovým přítelem můžeš mlůvit na různí tematy a táně řekat mů nejaky soukromé vecí o kterich níkdo kromě jeho nemůsí vedet a slíšet .	vedet	119	124		vědět	
3346	Z tákovým přítelem můžeš mlůvit na různí tematy a táně řekat mů nejaky soukromé vecí o kterich níkdo kromě jeho nemůsí vedet a slíšet .	slíšet	127	133		slyčet	
3347	V měm živote je velmy doří přitel , jmenují ho Lukáš .	měm	2	5		mém	
3347	V měm živote je velmy doří přitel , jmenují ho Lukáš .	živote	6	12		životě	
3347	V měm živote je velmy doří přitel , jmenují ho Lukáš .	velmy	16	21		velmi	
3347	V měm živote je velmy doří přitel , jmenují ho Lukáš .	přitel	27	33		přítel	
3348	My přítelý už hodne let .	hodne	14	19		hodně	
3349	Seznamílis s nim gdíz bílí dětmí .	nim	13	16		ním	
3349	Seznamílis s nim gdíz bílí dětmí .	gdíz	17	21		když	
3349	Seznamílis s nim gdíz bílí dětmí .	dětmí	27	32		děti	
3350	Dnes časteje mluvime po telefonu protože on zijí v Rusku V mem rodnem měste .	časteje	5	12		častěji	
3350	Dnes časteje mluvime po telefonu protože on zijí v Rusku V mem rodnem měste .	zijí	44	48		žije	
3350	Dnes časteje mluvime po telefonu protože on zijí v Rusku V mem rodnem měste .	mem	59	62		mém	
3350	Dnes časteje mluvime po telefonu protože on zijí v Rusku V mem rodnem měste .	rodnem	63	69		rodném	
3351	Dnes hodne lidí mýsly co oní mame hodne „ pratelej """" No to je nespravne .	hodne	5	10		hodně	
3351	Dnes hodne lidí mýsly co oní mame hodne „ pratelej """" No to je nespravne .	oní	25	28		oni	
3351	Dnes hodne lidí mýsly co oní mame hodne „ pratelej """" No to je nespravne .	mame	29	33		máme	
3351	Dnes hodne lidí mýsly co oní mame hodne „ pratelej """" No to je nespravne .	hodne	34	39		hodně	
3351	Dnes hodne lidí mýsly co oní mame hodne „ pratelej """" No to je nespravne .	nespravne	62	71		nesprávné	
3352	Přatelej z nich musí byt jenom 2-3 .						
3353	Ostatni kamaradý s vamy jnom radý chodít na pivo do zadnich barú a taky tradít vaší penízi .	Ostatni	0	7		Ostatní	
3353	Ostatni kamaradý s vamy jnom radý chodít na pivo do zadnich barú a taky tradít vaší penízi .	vamy	19	23		vámi	
3353	Ostatni kamaradý s vamy jnom radý chodít na pivo do zadnich barú a taky tradít vaší penízi .	jnom	24	28		jenom	
3353	Ostatni kamaradý s vamy jnom radý chodít na pivo do zadnich barú a taky tradít vaší penízi .	chodít	34	40		chodí	
3353	Ostatni kamaradý s vamy jnom radý chodít na pivo do zadnich barú a taky tradít vaší penízi .	zadnich	52	59		zadních	
3353	Ostatni kamaradý s vamy jnom radý chodít na pivo do zadnich barú a taky tradít vaší penízi .	barú	60	64		barů	
3354	Tak techle kamarady vam není prateli protože jestlí z vamí neco stanét nebo vy utratite sve penize oní půjdu k druchemu člověkú , a budút ho nazev přátel .	kamarady	11	19		kamarádi	
3354	Tak techle kamarady vam není prateli protože jestlí z vamí neco stanét nebo vy utratite sve penize oní půjdu k druchemu člověkú , a budút ho nazev přátel .	vam	20	23		vám	
3354	Tak techle kamarady vam není prateli protože jestlí z vamí neco stanét nebo vy utratite sve penize oní půjdu k druchemu člověkú , a budút ho nazev přátel .	jestlí	45	51		jestli	
3354	Tak techle kamarady vam není prateli protože jestlí z vamí neco stanét nebo vy utratite sve penize oní půjdu k druchemu člověkú , a budút ho nazev přátel .	vamí	54	58		vámi	
3354	Tak techle kamarady vam není prateli protože jestlí z vamí neco stanét nebo vy utratite sve penize oní půjdu k druchemu člověkú , a budút ho nazev přátel .	neco	59	63		něco	
3354	Tak techle kamarady vam není prateli protože jestlí z vamí neco stanét nebo vy utratite sve penize oní půjdu k druchemu člověkú , a budút ho nazev přátel .	utratite	79	87		 utratíte	
3354	Tak techle kamarady vam není prateli protože jestlí z vamí neco stanét nebo vy utratite sve penize oní půjdu k druchemu člověkú , a budút ho nazev přátel .	penize	92	98		peníze	
3354	Tak techle kamarady vam není prateli protože jestlí z vamí neco stanét nebo vy utratite sve penize oní půjdu k druchemu člověkú , a budút ho nazev přátel .	oní	99	102		oni	
3354	Tak techle kamarady vam není prateli protože jestlí z vamí neco stanét nebo vy utratite sve penize oní půjdu k druchemu člověkú , a budút ho nazev přátel .	člověkú	120	127		člověku	
3355	Te lidí s kterýmy přežíl nouzí a ktery zustalis s tebou gdiž tebe bylo nemočne to lidí budou tvimí přatelamí všechní tvy dní .	lidí	3	7		lidi	
3355	Te lidí s kterýmy přežíl nouzí a ktery zustalis s tebou gdiž tebe bylo nemočne to lidí budou tvimí přatelamí všechní tvy dní .	kterýmy	10	17		kterými	
3355	Te lidí s kterýmy přežíl nouzí a ktery zustalis s tebou gdiž tebe bylo nemočne to lidí budou tvimí přatelamí všechní tvy dní .	přežíl	18	24		přežil	
3355	Te lidí s kterýmy přežíl nouzí a ktery zustalis s tebou gdiž tebe bylo nemočne to lidí budou tvimí přatelamí všechní tvy dní .	gdiž	56	60		když	
3355	Te lidí s kterýmy přežíl nouzí a ktery zustalis s tebou gdiž tebe bylo nemočne to lidí budou tvimí přatelamí všechní tvy dní .	lidí	82	86		lidi	
3356	V závěře chce řeknut .						
3357	lídí svích nejlepších přítele a budete sčastny .	lídí	0	4		Lidi	
3358	Když se člověk narodi , nemusí ještě přemyšlet o tom jak bude žit dalé .	narodi	15	21		narodí	
3358	Když se člověk narodi , nemusí ještě přemyšlet o tom jak bude žit dalé .	přemyšlet	37	46		přemýšlet	
3358	Když se člověk narodi , nemusí ještě přemyšlet o tom jak bude žit dalé .	žit	62	65		žít	
3358	Když se člověk narodi , nemusí ještě přemyšlet o tom jak bude žit dalé .	dalé	66	70		dále	
3359	Zatim se o něj starají rodiče .	Zatim	0	5		Zatím	
3360	To je ta nejlepší vec v živote člověka .	vec	18	21		věc	
3360	To je ta nejlepší vec v živote člověka .	živote	24	30		životě	
3361	Ale život jde dál Práce je nejdůležitější otázka v životě lidí .						
3362	Rodiče nám pořad řikají , že život je dřina .	pořad	11	16		pořád	
3362	Rodiče nám pořad řikají , že život je dřina .	řikají	17	23		říkají	
3363	Když chceme něčeho dosáhnout musíme pracovat .						
3364	A to už začina od malička .	začina	8	14		začíná	
3365	Každý den vstaváme , chodime do školky , pak do školy , musime se dostat na vysokou školu , abysme dostali dobré zaměstnaní .	vstaváme	10	18		vstáváme	
3365	Každý den vstaváme , chodime do školky , pak do školy , musime se dostat na vysokou školu , abysme dostali dobré zaměstnaní .	chodime	21	28		chodíme	
3365	Každý den vstaváme , chodime do školky , pak do školy , musime se dostat na vysokou školu , abysme dostali dobré zaměstnaní .	musime	56	62		musíme	
