Languagetool gets right: 809
Out of: 2136
Accuracy: 0.379

LT correct + ours correct: 673
LT correct + ours incorrect: 136
LT incorrect + ours correct: 761
LT incorrect + ours incorrect: 566

############ Correct by Languagetool, correct by us ##########
orig: perchè 	 correct: perché ours: perché
orig: Novembre 	 languagetool:  	 correct: novembre ours: novembre
orig: Novembre 	 languagetool:  	 correct: novembre ours: novembre
orig: Genaio 	 languagetool: Genio 	 correct: gennaio ours: gennaio
orig: alloro 	 languagetool:  	 correct: allora ours: allora
orig: utilizo 	 languagetool: Utilizzo 	 correct: utilizzo ours: utilizzo
orig: Caro 	 languagetool:  	 correct: caro ours: caro
orig: Repeto 	 languagetool: Reperto 	 correct: Ripeto ours: Ripeto
orig: e 	 languagetool:  	 correct: è ours: è
orig: anchora 	 languagetool: Ancora 	 correct: ancora ours: ancora
orig: doppo 	 languagetool: coppo 	 correct: dopo ours: dopo
orig: universita 	 languagetool: Università 	 correct: università ours: università
orig: a 	 languagetool:  	 correct: ha ours: ha
orig: Italiano 	 languagetool:  	 correct: italiano ours: italiano
orig: Francese 	 languagetool:  	 correct: francese ours: francese
orig: securo 	 languagetool: scuro 	 correct: sicuro ours: sicuro
orig: e 	 languagetool:  	 correct: è ours: è
orig: cità 	 languagetool: cita 	 correct: città ours: città
orig: perchè 	 languagetool: perché 	 correct: Perché ours: Perché
orig: sara 	 languagetool: Sara 	 correct: sarà ours: sarà
orig: sara 	 languagetool: Sara 	 correct: sarà ours: sarà
orig: Andró 	 languagetool: Andro 	 correct: Andrò ours: Andrò
orig: gardino 	 languagetool: Galdino 	 correct: giardino ours: giardino
orig: gardino 	 languagetool: Galdino 	 correct: giardino ours: giardino
orig: Novembre 	 languagetool:  	 correct: novembre ours: novembre
orig: Di 	 languagetool:  	 correct: di ours: di
orig: Novembre 	 languagetool:  	 correct: novembre ours: novembre
orig: farrò 	 languagetool: farro 	 correct: farò ours: farò
orig: addatta 	 languagetool: Adatta 	 correct: adatta ours: adatta
orig: disederi 	 languagetool: di sederi 	 correct: desideri ours: desideri
orig: Novembre 	 languagetool:  	 correct: novembre ours: novembre
orig: Novembre 	 languagetool:  	 correct: novembre ours: novembre
orig: Matrimonio 	 languagetool:  	 correct: matrimonio ours: matrimonio
orig: Luglio 	 languagetool:  	 correct: luglio ours: luglio
orig: Agosto 	 languagetool:  	 correct: agosto ours: agosto
orig: bisognò 	 languagetool:  	 correct: bisogno ours: bisogno
orig: menziato 	 languagetool: Anziato 	 correct: menzionato ours: menzionato
orig: L' 	 languagetool:  	 correct: l' ours: l'
orig: eccecionale 	 languagetool: Eccezionale 	 correct: eccezionale ours: eccezionale
orig: allogio 	 languagetool: Allodio 	 correct: alloggio ours: alloggio
orig: allogio 	 languagetool: Allodio 	 correct: alloggio ours: alloggio
orig: anuncio 	 languagetool: Annuncio 	 correct: annuncio ours: annuncio
orig: aloggio 	 languagetool: Alaggio 	 correct: alloggio ours: alloggio
orig: anunciare 	 languagetool: Annunciare 	 correct: annunciare ours: annunciare
orig: abbracio 	 languagetool: Abbraccio 	 correct: abbraccio ours: abbraccio
orig: Matrimonio 	 languagetool:  	 correct: matrimonio ours: matrimonio
orig: publico 	 languagetool: Publio 	 correct: pubblico ours: pubblico
orig: verrano 	 languagetool: Errano 	 correct: verranno ours: verranno
orig: avocato 	 languagetool:  	 correct: avvocato ours: avvocato
orig: hà 	 languagetool: Ha 	 correct: ha ours: ha
orig: trata 	 languagetool: Arata 	 correct: tratta ours: tratta
orig: obligazione 	 languagetool: Obbligazione 	 correct: obbligazione ours: obbligazione
orig: aguia 	 languagetool: Abbia 	 correct: aquila ours: aquila
orig: hà 	 languagetool: Ha 	 correct: ha ours: ha
orig: contato 	 languagetool:  	 correct: contatto ours: contatto
orig: là 	 languagetool:  	 correct: la ours: la
orig: boca 	 languagetool: Oca 	 correct: bocca ours: bocca
orig: Agosto 	 languagetool:  	 correct: agosto ours: agosto
orig: a 	 languagetool:  	 correct: ha ours: ha
orig: voui 	 languagetool: voci 	 correct: vuoi ours: vuoi
orig: sara 	 languagetool: Sara 	 correct: sarà ours: sarà
orig: baccio 	 languagetool: Baccio 	 correct: bacio ours: bacio
orig: e 	 languagetool:  	 correct: è ours: è
orig: abbracio 	 languagetool: Abbraccio 	 correct: abbraccio ours: abbraccio
orig: contato 	 languagetool:  	 correct: contatto ours: contatto
orig: Hotel 	 languagetool:  	 correct: hotel ours: hotel
orig: Hotel 	 languagetool:  	 correct: hotel ours: hotel
orig: Hotel 	 languagetool:  	 correct: hotel ours: hotel
orig: securo 	 languagetool: scuro 	 correct: sicuro ours: sicuro
orig: Ance 	 languagetool:  	 correct: Anche ours: Anche
orig: pottresti 	 languagetool: poteresti 	 correct: potresti ours: potresti
orig: vorei 	 languagetool: torei 	 correct: vorrei ours: vorrei
orig: Cosi 	 languagetool:  	 correct: Così ours: Così
orig: e 	 languagetool:  	 correct: è ours: è
orig: ideà 	 languagetool: Idea 	 correct: idea ours: idea
orig: sognio 	 languagetool: soglio 	 correct: sogno ours: sogno
orig: farrò 	 languagetool: farro 	 correct: farò ours: farò
orig: Sicomme 	 languagetool: Ricolme 	 correct: Siccome ours: Siccome
orig: lungho 	 languagetool: Lungro 	 correct: lungo ours: lungo
orig: Novembre 	 languagetool:  	 correct: novembre ours: novembre
orig: cosi 	 languagetool:  	 correct: così ours: così
orig: te' 	 languagetool:  	 correct: te ours: te
orig: anchio 	 languagetool: anch io 	 correct: anch'io ours: anch'io
orig: thesi 	 languagetool: Thiesi 	 correct: tesi ours: tesi
orig: é 	 languagetool: e 	 correct: è ours: è
orig: é 	 languagetool: e 	 correct: è ours: è
orig: é 	 languagetool: e 	 correct: è ours: è
orig: amiga 	 languagetool: Amica 	 correct: amica ours: amica
orig: cosi 	 languagetool:  	 correct: così ours: così
orig: son 	 languagetool:  	 correct: non ours: non
orig: nell 	 languagetool:  	 correct: nell' ours: nell'
orig: Mamma 	 languagetool:  	 correct: mamma ours: mamma
orig: Mamma 	 languagetool:  	 correct: mamma ours: mamma
orig: Università 	 languagetool:  	 correct: università ours: università
orig: baco 	 languagetool:  	 correct: bacio ours: bacio
orig: Novembre 	 languagetool:  	 correct: novembre ours: novembre
orig: operà 	 languagetool: Opera 	 correct: opera ours: opera
orig: cosi 	 languagetool:  	 correct: così ours: così
orig: Novembre 	 languagetool:  	 correct: novembre ours: novembre
orig: Mah 	 languagetool:  	 correct: Ma ours: Ma
orig: Novembre 	 languagetool:  	 correct: novembre ours: novembre
orig: Matrimonio 	 languagetool:  	 correct: matrimonio ours: matrimonio
orig: organizato 	 languagetool: Organicato 	 correct: organizzato ours: organizzato
orig: scoula 	 languagetool: scola 	 correct: scuola ours: scuola
orig: nel' 	 languagetool:  	 correct: nell' ours: nell'
orig: informatione 	 languagetool: Informatine 	 correct: informazione ours: informazione
orig: cosi 	 languagetool:  	 correct: così ours: così
orig: nel' 	 languagetool:  	 correct: nell' ours: nell'
orig: Italiano 	 languagetool:  	 correct: italiano ours: italiano
orig: pecato 	 languagetool: pacato 	 correct: peccato ours: peccato
orig: pocchi 	 languagetool: cocchi 	 correct: pochi ours: pochi
orig: forze 	 languagetool:  	 correct: forse ours: forse
orig: li 	 languagetool:  	 correct: lì ours: lì
orig: Albergo 	 languagetool:  	 correct: albergo ours: albergo
orig: abraccio 	 languagetool: Abbraccio 	 correct: abbraccio ours: abbraccio
orig: traducione 	 languagetool: traduciane 	 correct: traduzione ours: traduzione
orig: all 	 languagetool:  	 correct: all' ours: all'
orig: agencia 	 languagetool: Agenzia 	 correct: agenzia ours: agenzia
orig: internationale 	 languagetool: Internazionale 	 correct: internazionale ours: internazionale
orig: cosi 	 languagetool:  	 correct: così ours: così
orig: dall 	 languagetool:  	 correct: dal ours: dal
orig: giugnio 	 languagetool: Giunio 	 correct: giugno ours: giugno
orig: all 	 languagetool:  	 correct: al ours: al
orig: piaceono 	 languagetool: piacerono 	 correct: piacciono ours: piacciono
orig: un' 	 languagetool:  	 correct: un ours: un
orig: novi 	 languagetool: covi 	 correct: nuovi ours: nuovi
orig: un' 	 languagetool:  	 correct: un ours: un
orig: un' 	 languagetool:  	 correct: un ours: un
orig: erà 	 languagetool: Era 	 correct: era ours: era
orig: e 	 languagetool:  	 correct: è ours: è
orig: glilo 	 languagetool: glico 	 correct: glielo ours: glielo
orig: all 	 languagetool:  	 correct: all' ours: all'
orig: Università 	 languagetool:  	 correct: università ours: università
orig: é 	 languagetool: e 	 correct: è ours: è
orig: é 	 languagetool: e 	 correct: è ours: è
orig: é 	 languagetool: e 	 correct: è ours: è
orig: albergho 	 languagetool: Alberghi 	 correct: albergo ours: albergo
orig: albergho 	 languagetool: Alberghi 	 correct: albergo ours: albergo
orig: liberò 	 languagetool:  	 correct: libero ours: libero
orig: piacia 	 languagetool: piaca 	 correct: piaccia ours: piaccia
orig: scula 	 languagetool: Oscula 	 correct: scuola ours: scuola
orig: desso 	 languagetool:  	 correct: adesso ours: adesso
orig: vorei 	 languagetool: torei 	 correct: vorrei ours: vorrei
orig: e 	 languagetool:  	 correct: è ours: è
orig: altretando 	 languagetool: Altrettanto 	 correct: altrettanto ours: altrettanto
orig: cerci 	 languagetool:  	 correct: cerchi ours: cerchi
orig: é 	 languagetool: e 	 correct: è ours: è
orig: demande 	 languagetool: demanda 	 correct: domande ours: domande
orig: Salati 	 languagetool:  	 correct: Saluti ours: Saluti
orig: voui 	 languagetool: voci 	 correct: vuoi ours: vuoi
orig: machina 	 languagetool: Macrina 	 correct: macchina ours: macchina
orig: college 	 languagetool:  	 correct: colleghe ours: colleghe
orig: compania 	 languagetool: Campania 	 correct: compagnia ours: compagnia
orig: compania 	 languagetool: Campania 	 correct: compagnia ours: compagnia
orig: Poui 	 languagetool: Podi 	 correct: Puoi ours: Puoi
orig: poui 	 languagetool: podi 	 correct: puoi ours: puoi
orig: cerghi 	 languagetool: carghi 	 correct: cerchi ours: cerchi
orig: chosa 	 languagetool: chiosa 	 correct: cosa ours: cosa
orig: lavaro 	 languagetool: Avaro 	 correct: lavoro ours: lavoro
orig: incostro 	 languagetool: Incastro 	 correct: incontro ours: incontro
orig: è 	 languagetool:  	 correct: È ours: È
orig: Mio 	 languagetool:  	 correct: mio ours: mio
orig: e 	 languagetool:  	 correct: è ours: è
orig: Bacci 	 languagetool: Baccio 	 correct: Baci ours: Baci
orig: Sabato 	 languagetool:  	 correct: sabato ours: sabato
orig: é 	 languagetool: e 	 correct: è ours: è
orig: e 	 languagetool:  	 correct: è ours: è
orig: e 	 languagetool:  	 correct: è ours: è
orig: organizerà 	 languagetool: Organizzerà 	 correct: organizzerà ours: organizzerà
orig: e 	 languagetool:  	 correct: è ours: è
orig: Mi 	 languagetool:  	 correct: mi ours: mi
orig: e 	 languagetool:  	 correct: è ours: è
orig: completto 	 languagetool: completato 	 correct: completo ours: completo
orig: doppo 	 languagetool: coppo 	 correct: dopo ours: dopo
orig: Ciao 	 languagetool:  	 correct: Ciao ours: Ciao
orig: ser 	 languagetool: User 	 correct: sera ours: sera
orig: Giornata 	 languagetool:  	 correct: giornata ours: giornata
orig: café 	 languagetool: cade 	 correct: caffè ours: caffè
orig: cosí 	 languagetool: cosi 	 correct: così ours: così
orig: ché 	 languagetool:  	 correct: che ours: che
orig: anchora 	 languagetool: Ancora 	 correct: ancora ours: ancora
orig: ufficcio 	 languagetool: Ufficio 	 correct: ufficio ours: ufficio
orig: ultimamento 	 languagetool: Ultimamente 	 correct: ultimamente ours: ultimamente
orig: piacce 	 languagetool: diacce 	 correct: piace ours: piace
orig: salutti 	 languagetool: salotti 	 correct: saluti ours: saluti
orig: Sopratutto 	 languagetool:  	 correct: Soprattutto ours: Soprattutto
orig: é 	 languagetool: e 	 correct: è ours: è
orig: Fabrica 	 languagetool: Fabbrica 	 correct: fabbrica ours: fabbrica
orig: Risponti 	 languagetool: Risconti 	 correct: Rispondi ours: Rispondi
orig: Adeso 	 languagetool: Adesco 	 correct: Adesso ours: Adesso
orig: serrata 	 languagetool:  	 correct: serata ours: serata
orig: Risbonti 	 languagetool: Risconti 	 correct: Rispondi ours: Rispondi
orig: ti 	 languagetool:  	 correct: di ours: di
orig: Venerdi 	 languagetool: Venerdì 	 correct: venerdì ours: venerdì
orig: scussi 	 languagetool: escussi 	 correct: scusi ours: scusi
orig: ristaurante 	 languagetool: restaurante 	 correct: ristorante ours: ristorante
orig: lavorro 	 languagetool: lavorerò 	 correct: lavoro ours: lavoro
orig: Doppo 	 languagetool: Coppo 	 correct: Dopo ours: Dopo
orig: Presto 	 languagetool:  	 correct: presto ours: presto
orig: e 	 languagetool:  	 correct: è ours: è
orig: uffico 	 languagetool: Uffici 	 correct: ufficio ours: ufficio
orig: cuccina 	 languagetool: buccina 	 correct: cucina ours: cucina
orig: E-Mail 	 languagetool:  	 correct: email ours: email
orig: Espero 	 languagetool: Esperto 	 correct: Spero ours: Spero
orig: qualque 	 languagetool: Qualcun 	 correct: qualche ours: qualche
orig: poui 	 languagetool: podi 	 correct: puoi ours: puoi
orig: nouvo 	 languagetool: novo 	 correct: nuovo ours: nuovo
orig: e 	 languagetool:  	 correct: è ours: è
orig: e 	 languagetool:  	 correct: è ours: è
orig: Agosto 	 languagetool:  	 correct: agosto ours: agosto
orig: alora 	 languagetool: Adora 	 correct: allora ours: allora
orig: voule 	 languagetool: joule 	 correct: vuole ours: vuole
orig: voule 	 languagetool: joule 	 correct: vuole ours: vuole
orig: e 	 languagetool:  	 correct: è ours: è
orig: e 	 languagetool:  	 correct: è ours: è
orig: apunntamento 	 languagetool: Appuntamento 	 correct: appuntamento ours: appuntamento
orig: Alora 	 languagetool: Adora 	 correct: Allora ours: Allora
orig: pero 	 languagetool:  	 correct: però ours: però
orig: voreii 	 languagetool: Ordii 	 correct: vorrei ours: vorrei
orig: vidiamo 	 languagetool: fidiamo 	 correct: vediamo ours: vediamo
orig: uffico 	 languagetool: Uffici 	 correct: ufficio ours: ufficio
orig: statizione 	 languagetool: statuizione 	 correct: stazione ours: stazione
orig: Lavoro 	 languagetool:  	 correct: lavoro ours: lavoro
orig: Lunedì 	 languagetool:  	 correct: lunedì ours: lunedì
orig: mangare 	 languagetool: mancare 	 correct: mangiare ours: mangiare
orig: et 	 languagetool:  	 correct: e ours: e
orig: et 	 languagetool:  	 correct: e ours: e
orig: maccina 	 languagetool: Macrina 	 correct: macchina ours: macchina
orig: Baccio 	 languagetool:  	 correct: Bacio ours: Bacio
orig: et 	 languagetool:  	 correct: e ours: e
orig: voi 	 languagetool:  	 correct: vuoi ours: vuoi
orig: voi 	 languagetool:  	 correct: vuoi ours: vuoi
orig: vare 	 languagetool: Darè 	 correct: fare ours: fare
orig: Alora 	 languagetool: Adora 	 correct: Allora ours: Allora
orig: ce 	 languagetool:  	 correct: che ours: che
orig: voi 	 languagetool:  	 correct: vuoi ours: vuoi
orig: ativita 	 languagetool: Attività 	 correct: attività ours: attività
orig: atesa 	 languagetool: Alesa 	 correct: attesa ours: attesa
orig: Marzo 	 languagetool:  	 correct: marzo ours: marzo
orig: Marzo 	 languagetool:  	 correct: marzo ours: marzo
orig: filho 	 languagetool: filmo 	 correct: figlio ours: figlio
orig: Luglio 	 languagetool:  	 correct: luglio ours: luglio
orig: piacce 	 languagetool: diacce 	 correct: piace ours: piace
orig: chittara 	 languagetool: chiara 	 correct: chitarra ours: chitarra
orig: raggione 	 languagetool: raggiane 	 correct: ragione ours: ragione
orig: é 	 languagetool: e 	 correct: è ours: è
orig: é 	 languagetool: e 	 correct: è ours: è
orig: addesso 	 languagetool: Addenso 	 correct: adesso ours: adesso
orig: sará 	 languagetool: Sara 	 correct: sarà ours: sarà
orig: interesanti 	 languagetool: Interessanti 	 correct: interessanti ours: interessanti
orig: ariverai 	 languagetool: Arriverai 	 correct: arriverai ours: arriverai
orig: abraccio 	 languagetool: Abbraccio 	 correct: abbraccio ours: abbraccio
orig: è 	 languagetool:  	 correct: e ours: e
orig: è 	 languagetool:  	 correct: e ours: e
orig: é 	 languagetool: e 	 correct: è ours: è
orig: erá 	 languagetool: Era 	 correct: era ours: era
orig: forze 	 languagetool:  	 correct: forse ours: forse
orig: faccendo 	 languagetool: Accendo 	 correct: facendo ours: facendo
orig: e 	 languagetool:  	 correct: è ours: è
orig: insième 	 languagetool: Insieme 	 correct: insieme ours: insieme
orig: bacci 	 languagetool: Baccio 	 correct: baci ours: baci
orig: e 	 languagetool:  	 correct: è ours: è
orig: Hieri 	 languagetool: Chieri 	 correct: Ieri ours: Ieri
orig: Vacanza 	 languagetool:  	 correct: vacanza ours: vacanza
orig: è 	 languagetool:  	 correct: e ours: e
orig: é 	 languagetool: e 	 correct: è ours: è
orig: Ciau 	 languagetool: Ciad 	 correct: Ciao ours: Ciao
orig: frattelo 	 languagetool: fattelo 	 correct: fratello ours: fratello
orig: sembre 	 languagetool: sembra 	 correct: sempre ours: sempre
orig: é 	 languagetool: e 	 correct: è ours: è
orig: apartamento 	 languagetool: Appartamento 	 correct: appartamento ours: appartamento
orig: cosi 	 languagetool:  	 correct: così ours: così
orig: Papa 	 languagetool:  	 correct: Papà ours: Papà
orig: doppo 	 languagetool: coppo 	 correct: dopo ours: dopo
orig: e 	 languagetool:  	 correct: è ours: è
orig: e 	 languagetool:  	 correct: è ours: è
orig: ristaurante 	 languagetool: restaurante 	 correct: ristorante ours: ristorante
orig: è 	 languagetool:  	 correct: e ours: e
orig: è 	 languagetool:  	 correct: e ours: e
orig: è 	 languagetool:  	 correct: e ours: e
orig: è 	 languagetool:  	 correct: e ours: e
orig: quatro 	 languagetool: quadro 	 correct: quattro ours: quattro
orig: abraccio 	 languagetool: Abbraccio 	 correct: abbraccio ours: abbraccio
orig: faciamo 	 languagetool: baciamo 	 correct: facciamo ours: facciamo
orig: e 	 languagetool:  	 correct: è ours: è
orig: inteligente 	 languagetool: Intelligente 	 correct: intelligente ours: intelligente
orig: abiamo 	 languagetool: Abbiamo 	 correct: abbiamo ours: abbiamo
orig: e 	 languagetool:  	 correct: è ours: è
orig: curso 	 languagetool: Carso 	 correct: corso ours: corso
orig: Persone 	 languagetool:  	 correct: persone ours: persone
orig: Ragazze 	 languagetool:  	 correct: ragazze ours: ragazze
orig: Musei 	 languagetool:  	 correct: musei ours: musei
orig: Salutie 	 languagetool: Salute 	 correct: saluti ours: saluti
orig: Tomaso 	 languagetool: Domaso 	 correct: Tommaso ours: Tommaso
orig: é 	 languagetool: e 	 correct: è ours: è
orig: anchora 	 languagetool: Ancora 	 correct: ancora ours: ancora
orig: asspetta 	 languagetool: Aspetta 	 correct: aspetta ours: aspetta
orig: nova 	 languagetool:  	 correct: nuova ours: nuova
orig: mama 	 languagetool: Ama 	 correct: mamma ours: mamma
orig: Novembre 	 languagetool:  	 correct: novembre ours: novembre
orig: Dicembre 	 languagetool:  	 correct: dicembre ours: dicembre
orig: Musei 	 languagetool:  	 correct: musei ours: musei
orig: allmeno 	 languagetool: Alleno 	 correct: almeno ours: almeno
orig: chosa 	 languagetool: chiosa 	 correct: cosa ours: cosa
orig: Discoteka 	 languagetool: Discoteca 	 correct: discoteca ours: discoteca
orig: ti 	 languagetool:  	 correct: di ours: di
orig: La 	 languagetool:  	 correct: la ours: la
orig: bacci 	 languagetool: Baccio 	 correct: baci ours: baci
orig: cità 	 languagetool: cita 	 correct: città ours: città
orig: Casa 	 languagetool:  	 correct: casa ours: casa
orig: Alora 	 languagetool: Adora 	 correct: Allora ours: Allora
orig: Puoi 	 languagetool:  	 correct: puoi ours: puoi
orig: Attesa 	 languagetool:  	 correct: attesa ours: attesa
orig: insengnante 	 languagetool: Insegnante 	 correct: insegnante ours: insegnante
orig: sabbato 	 languagetool: gabbato 	 correct: sabato ours: sabato
orig: poso 	 languagetool:  	 correct: posso ours: posso
orig: café 	 languagetool: cade 	 correct: caffè ours: caffè
orig: Iieri 	 languagetool: Inerì 	 correct: Ieri ours: Ieri
orig: melio 	 languagetool: Amelio 	 correct: meglio ours: meglio
orig: ché 	 languagetool:  	 correct: che ours: che
orig: tartuffo 	 languagetool: tartuffe 	 correct: tartufo ours: tartufo
orig: Italiano 	 languagetool:  	 correct: italiano ours: italiano
orig: camara 	 languagetool: Camara 	 correct: camera ours: camera
orig: é 	 languagetool: e 	 correct: è ours: è
orig: Settembre 	 languagetool:  	 correct: settembre ours: settembre
orig: Prima 	 languagetool:  	 correct: prima ours: prima
orig: Subito 	 languagetool:  	 correct: subito ours: subito
orig: La 	 languagetool:  	 correct: la ours: la
orig: Italiana 	 languagetool:  	 correct: italiana ours: italiana
orig: Parla 	 languagetool:  	 correct: parla ours: parla
orig: Tedeschi 	 languagetool:  	 correct: tedeschi ours: tedeschi
orig: Spero 	 languagetool:  	 correct: spero ours: spero
orig: Baci 	 languagetool:  	 correct: baci ours: baci
orig: Espero 	 languagetool: Esperto 	 correct: Spero ours: Spero
orig: e 	 languagetool:  	 correct: è ours: è
orig: é 	 languagetool: e 	 correct: è ours: è
orig: Marzo 	 languagetool:  	 correct: marzo ours: marzo
orig: Mezzogiorno 	 languagetool:  	 correct: mezzogiorno ours: mezzogiorno
orig: quatro 	 languagetool: quadro 	 correct: quattro ours: quattro
orig: é 	 languagetool: e 	 correct: è ours: è
orig: é 	 languagetool: e 	 correct: è ours: è
orig: e 	 languagetool:  	 correct: è ours: è
orig: tuto 	 languagetool: Auto 	 correct: Tutto ours: Tutto
orig: Profesoressa 	 languagetool: Professoressa 	 correct: professoressa ours: professoressa
orig: baccio 	 languagetool: Baccio 	 correct: bacio ours: bacio
orig: é 	 languagetool: e 	 correct: E ours: E
orig: é 	 languagetool: e 	 correct: è ours: è
orig: e 	 languagetool:  	 correct: è ours: è
orig: abracio 	 languagetool: Abramio 	 correct: abbraccio ours: abbraccio
orig: italianno 	 languagetool: Italiano 	 correct: italiano ours: italiano
orig: é 	 languagetool: e 	 correct: è ours: è
orig: Italiano 	 languagetool:  	 correct: italiano ours: italiano
orig: é 	 languagetool: e 	 correct: è ours: è
orig: é 	 languagetool: e 	 correct: è ours: è
orig: un' 	 languagetool:  	 correct: Un ours: Un
orig: quatro 	 languagetool: quadro 	 correct: quattro ours: quattro
orig: e 	 languagetool:  	 correct: è ours: è
orig: amicca 	 languagetool: Amica 	 correct: amica ours: amica
orig: e 	 languagetool:  	 correct: è ours: è
orig: Italiano 	 languagetool:  	 correct: italiano ours: italiano
orig: Italiano 	 languagetool:  	 correct: italiano ours: italiano
orig: Presto 	 languagetool:  	 correct: presto ours: presto
orig: é 	 languagetool: e 	 correct: è ours: è
orig: el 	 languagetool: El 	 correct: il ours: il
orig: et 	 languagetool:  	 correct: e ours: e
orig: clase 	 languagetool: case 	 correct: classe ours: classe
orig: berre 	 languagetool: Erre 	 correct: bere ours: bere
orig: Lunedi 	 languagetool:  	 correct: lunedì ours: lunedì
orig: segnora 	 languagetool: segnerà 	 correct: signora ours: signora
orig: et 	 languagetool:  	 correct: e ours: e
orig: Italiano 	 languagetool:  	 correct: italiano ours: italiano
orig: Tua 	 languagetool:  	 correct: tua ours: tua
orig: Centro 	 languagetool:  	 correct: centro ours: centro
orig: Amici 	 languagetool:  	 correct: amici ours: amici
orig: Seguire 	 languagetool:  	 correct: seguire ours: seguire
orig: Italiano 	 languagetool:  	 correct: italiano ours: italiano
orig: Miei 	 languagetool:  	 correct: miei ours: miei
orig: Molto 	 languagetool:  	 correct: molto ours: molto
orig: Francese 	 languagetool:  	 correct: francese ours: francese
orig: Molto 	 languagetool:  	 correct: molto ours: molto
orig: Sera 	 languagetool:  	 correct: sera ours: sera
orig: Tipico 	 languagetool:  	 correct: tipico ours: tipico
orig: Ristorante 	 languagetool:  	 correct: ristorante ours: ristorante
orig: Cuando 	 languagetool: Cando 	 correct: Quando ours: Quando
orig: Amici 	 languagetool:  	 correct: amici ours: amici
orig: Italiano 	 languagetool:  	 correct: italiano ours: italiano
orig: qualque 	 languagetool: Qualcun 	 correct: qualche ours: qualche
orig: perqué 	 languagetool: serque 	 correct: perché ours: perché
orig: e 	 languagetool:  	 correct: è ours: è
orig: Maggio 	 languagetool:  	 correct: maggio ours: maggio
orig: commincato 	 languagetool: comminato 	 correct: cominciato ours: cominciato
orig: Maggio 	 languagetool:  	 correct: maggio ours: maggio
orig: Aprile 	 languagetool:  	 correct: aprile ours: aprile
orig: Italiano 	 languagetool:  	 correct: italiano ours: italiano
orig: Cosi 	 languagetool:  	 correct: Così ours: Così
orig: Italiano 	 languagetool:  	 correct: italiano ours: italiano
orig: cosi 	 languagetool:  	 correct: così ours: così
orig: gia 	 languagetool:  	 correct: già ours: già
orig: spezialità 	 languagetool: spazialità 	 correct: specialità ours: specialità
orig: e 	 languagetool:  	 correct: è ours: è
orig: bruto 	 languagetool:  	 correct: brutto ours: brutto
orig: setimane 	 languagetool: estimane 	 correct: settimane ours: settimane
orig: tipichi 	 languagetool: tipiche 	 correct: tipici ours: tipici
orig: reggione 	 languagetool: reggiane 	 correct: regione ours: regione
orig: e 	 languagetool:  	 correct: è ours: è
orig: a 	 languagetool:  	 correct: ha ours: ha
orig: huomo 	 languagetool: Homo 	 correct: uomo ours: uomo
orig: amicha 	 languagetool: Amica 	 correct: amica ours: amica
orig: e 	 languagetool:  	 correct: è ours: è
orig: giocciamo 	 languagetool: giacciamo 	 correct: giochiamo ours: giochiamo
orig: sì 	 languagetool:  	 correct: si ours: si
orig: spiagga 	 languagetool: spiagge 	 correct: spiaggia ours: spiaggia
orig: abiamo 	 languagetool: Abbiamo 	 correct: abbiamo ours: abbiamo
orig: officio 	 languagetool:  	 correct: ufficio ours: ufficio
orig: manqua 	 languagetool: man qua 	 correct: manca ours: manca
orig: tuto 	 languagetool: Auto 	 correct: tutto ours: tutto
orig: cosi 	 languagetool:  	 correct: così ours: così
orig: svizzera 	 languagetool:  	 correct: Svizzera ours: Svizzera
orig: giovanni 	 languagetool: Giovanni 	 correct: giovani ours: giovani
orig: e 	 languagetool:  	 correct: è ours: è
orig: abraccio 	 languagetool: Abbraccio 	 correct: abbraccio ours: abbraccio
orig: é 	 languagetool: e 	 correct: è ours: è
orig: Andró 	 languagetool: Andro 	 correct: Andrò ours: Andrò
orig: e 	 languagetool:  	 correct: è ours: è
orig: albergho 	 languagetool: Alberghi 	 correct: albergo ours: albergo
orig: é 	 languagetool: e 	 correct: è ours: è
orig: un' 	 languagetool:  	 correct: un ours: un
orig: é 	 languagetool: e 	 correct: è ours: è
orig: svizzera 	 languagetool:  	 correct: Svizzera ours: Svizzera
orig: è 	 languagetool:  	 correct: e ours: e
orig: Doppo 	 languagetool: Coppo 	 correct: Dopo ours: Dopo
orig: ou 	 languagetool: EU 	 correct: o ours: o
orig: Persone 	 languagetool:  	 correct: persone ours: persone
orig: Persone 	 languagetool:  	 correct: persone ours: persone
orig: mangare 	 languagetool: mancare 	 correct: mangiare ours: mangiare
orig: e 	 languagetool:  	 correct: è ours: è
orig: vacance 	 languagetool: vacane 	 correct: vacanze ours: vacanze
orig: é 	 languagetool: e 	 correct: è ours: è
orig: invitero 	 languagetool: Inviterò 	 correct: inviterò ours: inviterò
orig: pregho 	 languagetool: preghi 	 correct: prego ours: prego
orig: cosi 	 languagetool:  	 correct: così ours: così
orig: collegi 	 languagetool:  	 correct: colleghi ours: colleghi
orig: letioni 	 languagetool: legioni 	 correct: lezioni ours: lezioni
orig: è 	 languagetool:  	 correct: e ours: e
orig: e 	 languagetool:  	 correct: è ours: è
orig: com' 	 languagetool:  	 correct: come ours: come
orig: e 	 languagetool:  	 correct: è ours: è
orig: ristaurante 	 languagetool: restaurante 	 correct: ristorante ours: ristorante
orig: cità 	 languagetool: cita 	 correct: città ours: città
orig: Carrisimi 	 languagetool: Arridimi 	 correct: Carissimi ours: Carissimi
