	Sentence	initial_word	start_index	end_index	our_correction	gold_correction	ours_is_correct	languagetool_corrections
902	Ma non conosco la chiesa di santa chiara perché non sono a Napoli da otto anni .	santa	28	33	santa	Santa	n	[]
903	Ma non conosco la chiesa di santa chiara perché non sono a Napoli da otto anni .	chiara	34	40	chiara	Chiara	n	[]
904	Andró al Vostro matrimonio e poi quando ci incontriamo , farò una grande festa per voi .	Andró	0	5	Andrò	Andrò	y	['Andro', 'Andrò', 'Adro', 'Andrà', 'André', 'Andò', 'Anidro', 'Antro', 'Anuro', 'Indro', 'Sandro']
905	Forze avete bisogno di qualcosa per la vostra nuova cucina ?	Forze	0	5	Forze	Forse	n	[]
906	Michele ed io vogliamo venire , ma non siamo ancora sicuri se abbiamo tempo , perchè la nostra baby-sitter è malata ...	perchè	78	84	perché	perché	y	['perché', 'parche', 'pecche', 'pesche', 'petche', 'porche', 'purché']
907	Siccomè so che vi piaci il vino dell' Italia , vi vogliamo regalare sei bottiglie di vino che molti abitanti dell' Italia amano .	Siccomè	0	7	Siccome	Siccome	y	['Siccome']
908	Mi preferito l' invito molto vorrei andare ma ho una problema perchè ho un altro invito per un matrimonio .	perchè	62	68	perché	perché	y	['perché', 'parche', 'pecche', 'pesche', 'petche', 'porche', 'purché']
909	Credo qualcosa per noi gardino vi preferite forse nuove sedie e un nuovo tavolo ?	gardino	23	30	giardino	giardino	y	['Galdino', 'Gandino', 'Nardino', 'bardino', 'cardino', 'garbino', 'garzino', 'giardino', 'gradino', 'gradinò', 'guardino', 'lardino', 'tardino']
910	Vederebbe belissimo nel sua gardino nuovo .	belissimo	10	19	Benissimo	bellissimo	n	['belassimo', 'bellissimo', 'benissimo']
911	Vederebbe belissimo nel sua gardino nuovo .	gardino	28	35	giardino	giardino	y	['Galdino', 'Gandino', 'Nardino', 'bardino', 'cardino', 'garbino', 'garzino', 'giardino', 'gradino', 'gradinò', 'guardino', 'lardino', 'tardino']
912	Sono euphorica che volete stare insieme sempre e che i genitori annunciate il matrimonio finalmente !	euphorica	5	14	Euforico	euforico	n	['Euforica', 'euforica']
913	Napoli è molto lontano da qui e Giovanni non sarà a casa a Novembre .	Novembre	59	67	novembre	novembre	y	[]
914	Forse puo chiedere i miei genitori , ma non promesso niente !	puo	6	9	può	può	y	['può', 'Po', 'duo', 'pio', 'po', 'pro', 'pub', 'puoi', 'pupo', 'pur', 'puro', 'pus', 'quo', 'suo', 'tuo']
915	Ma che cosa puo regalare i miei amici i più felice ?	puo	12	15	può	può 	n	['può', 'Po', 'duo', 'pio', 'po', 'pro', 'pub', 'puoi', 'pupo', 'pur', 'puro', 'pus', 'quo', 'suo', 'tuo']
916	Credo che e il nervocismo e la curiosità e i dubbi siano normali prima della ceremonia .	nervocismo	15	25	terrorismo	nervosismo	n	['nervosismo']
917	Credo che e il nervocismo e la curiosità e i dubbi siano normali prima della ceremonia .	ceremonia	77	86	cerimonia	cerimonia	y	['cerimonia']
918	In seguito vorrei riferendomi a quello che mi avete scritto : L' mi dà l' informazione che vi sposerete a Napoli in Chiesa Di Santa Chiara .	L'	62	64	La	l'	n	[]
919	In seguito vorrei riferendomi a quello che mi avete scritto : L' mi dà l' informazione che vi sposerete a Napoli in Chiesa Di Santa Chiara .	Di	123	125	di	di	y	[]
920	Mi dispiace , ma lavorò il 20 Novembre coneguentemente parteciperò solitamente alla festa .	Novembre	30	38	novembre	novembre	y	[]
921	Mi dispiace , ma lavorò il 20 Novembre coneguentemente parteciperò solitamente alla festa .	coneguentemente	39	54	conseguentemente	 conseguentemente	n	['conseguentemente']
922	Penso che volete viaggiare dopo la ceremonia dunque Vi farrò una sorpresa addatta .	ceremonia	35	44	cerimonia	cerimonia	y	['cerimonia']
923	Penso che volete viaggiare dopo la ceremonia dunque Vi farrò una sorpresa addatta .	farrò	55	60	farò	farò	y	['farro', 'Fargo', 'barro', 'barrò', 'carro', 'farlo', 'faro', 'farri', 'farò', 'ferro', 'ferrò', 'garro', 'narro', 'narrò', 'parrò', 'varrò']
924	Penso che volete viaggiare dopo la ceremonia dunque Vi farrò una sorpresa addatta .	addatta	74	81	adatta	adatta	y	['Adatta', 'Addetta', 'Addotta', 'adatta', 'addetta', 'addotta']
925	Grazie per l' invito , mi è piacuta molto .	piacuta	28	35	piaciuto	piaciuta	n	['piaciuta', 'pi acuta']
926	Ditemi i vostri consigli e i vostri disederi .	disederi	36	44	desideri	desideri	y	['di sederi']
927	Allora , sono a Città X per incontrare la mia famiglia di Ottobre a Novembre 20 .	Ottobre	58	65	Ottobre	ottobre	n	[]
928	Allora , sono a Città X per incontrare la mia famiglia di Ottobre a Novembre 20 .	Novembre	68	76	novembre	novembre	y	[]
929	Ci vediamo in Novembre !	Novembre	14	22	novembre	novembre	y	[]
930	Cara Beatrice , caro Stefano , congratulazioni per il vostro Matrimonio !	Matrimonio	61	71	matrimonio	matrimonio	y	[]
931	È bellissimo chè decidete di sposare e restare nella futura insieme .	chè	13	16	che	che	y	['che', 'ché', 'CEE', 'Ch', 'Ohe', 'ce', 'ch', 'chef', 'chi', 'oche', 'ohe', 'ch è']
932	Però c' è un problema : Siccome devo lavorare al questo giorno arrivo un po tardi .	Siccome	24	31	Siccome	siccome	n	[]
933	Però c' è un problema : Siccome devo lavorare al questo giorno arrivo un po tardi .	po	73	75	po	po'	n	[]
934	SONO UNGHERESE E PURTROPPO NON PARLO ITALIANO MOLTO BENE , IL CHE MI DA FASTIDIO .	DA	69	71	da	DÀ	n	['Dà']
935	"IL MIO SOGNO È SEMPRE STATO DI PRACTICARE LA LINGUA ITALIANA NELLA "" CITTÀ ETERNÀ "" , DOVE POSSO CONOSCERE ANCHE LA CULTURA ."	ETERNÀ	75	81	Eterna	ETERNA	n	[]
936	Egregio Signore , sto scrivendo per annurciarsi l' intenzione mia di frequentare uno di loro corsi relevanti , cioé il corso estivo al mare .	annurciarsi	36	47	annunciarvi	annunciarsi	n	['Annunciarsi', 'annunciarsi']
937	Egregio Signore , sto scrivendo per annurciarsi l' intenzione mia di frequentare uno di loro corsi relevanti , cioé il corso estivo al mare .	cioé	111	115	con	cioè	n	['cioè', 'CIO', 'Cile', 'cime', 'ciò', 'gioe']
938	Sono un insegnante quindi fortunamente ho una vacanze di due mesi dal Luglio al Agosto .	Luglio	70	76	luglio	luglio	y	[]
939	Sono un insegnante quindi fortunamente ho una vacanze di due mesi dal Luglio al Agosto .	Agosto	80	86	agosto	agosto	y	[]
940	Penso che questo corso sia il migliore per me tanto sarò libero in questi mesi e mi piace essere in un paese mediterranae d' estate .	mediterranae	109	121	mediterraneo	mediterranea	n	['mediterranea', 'mediterranee']
941	Tanto non bisognò di prenotare un alloggio .	bisognò	10	17	bisogno	bisogno	y	[]
942	Avete menziato la possibilità di fare una vacanza in Cliento .	menziato	6	14	menzionato	menzionato	y	['Anziato', 'anziato', 'benzoato', 'mangiato', 'mediato', 'menato', 'mendato', 'mendiamo', 'mendiate', 'mendicato', 'meniamo', 'meniano', 'meniate', 'menomato', 'mentiamo', 'mentiate', 'mentito', 'menzionato', 'menziono', 'menzionò', 'miniato', 'terziato']
943	Egregi Signori , Appena avevo letto il Vostro annuncio sul Vostro sito Internet , ho deciso di scriverVi per ricevere più informazioni dei corsi di lingua e cultura italiana .	Appena	17	23	Appena	appena	n	[]
944	Nel 2007 sono andata a Reggio Calabria dove ho trascorso due mesi e ho frequentato L' università Dante Alighieri per stranieri .	L'	83	85	l'	l'	y	[]
945	Vorremmo participare la programma di Natale dal 26 dicembre al 6 gennaio .	participare	9	20	particolare	partecipare	n	['partecipare', 'partici pare']
946	Secondo me sia eccecionale combinare lo studio della lingua con una vacanza a Roma .	eccecionale	15	26	eccezionale	eccezionale	y	['Eccezionale', 'eccezionale']
947	È meglio se piccoli animali siano amessi perchè abbiamo un cane che vogliamo portarci .	amessi	34	40	messi	ammessi	n	['Amassi', 'Avessi', 'amassi', 'ammessi', 'avessi', 'emessi', 'messi', 'omessi', 'smessi', 'a messi']
948	È meglio se piccoli animali siano amessi perchè abbiamo un cane che vogliamo portarci .	perchè	41	47	perché	perché	y	['perché', 'parche', 'pecche', 'pesche', 'petche', 'porche', 'purché']
949	Per quanto riguarda l' allogio , preferirei abitare in una casa privata , dunque potrei esercitare la lingua più .	allogio	23	30	alloggio	alloggio	y	['Allodio', 'Alloggio', 'Alloggiò', 'Allogo', 'Allogò', 'allodio', 'alloggio', 'alloggiò', 'allogo', 'allogò']
950	Sarei grato se poteste mandarmi una lista che comprende i Vostri prezzi e anche la tassa dell' allogio .	allogio	95	102	alloggio	alloggio	y	['Allodio', 'Alloggio', 'Alloggiò', 'Allogo', 'Allogò', 'allodio', 'alloggio', 'alloggiò', 'allogo', 'allogò']
951	Gentili Signori , Ho visto a Vostro nell' annuncio , per questo scrivendo una lettera , mi piace lingua italiana a Roma .	Ho	18	20	Ho	ho	n	[]
952	il 28 maggio 2011 Egregio Signor , ho deciso di rispondere all' anuncio , perchè si trovano un buon corso in Italia è non facile di solo .	Signor	26	32	signore	signor	n	[]
953	il 28 maggio 2011 Egregio Signor , ho deciso di rispondere all' anuncio , perchè si trovano un buon corso in Italia è non facile di solo .	anuncio	64	71	annuncio	annuncio	y	['Annuncio', 'Annunciò', 'Enuncio', 'Enunciò', 'annuncio', 'annunciò', 'enuncio', 'enunciò']
954	il 28 maggio 2011 Egregio Signor , ho deciso di rispondere all' anuncio , perchè si trovano un buon corso in Italia è non facile di solo .	perchè	74	80	perché	perché	y	['perché', 'parche', 'pecche', 'pesche', 'petche', 'porche', 'purché']
955	E a secondo me , meglio rivolgermi con un organizzatore chi puó offrire molti possibilitá e programmi interessanti , mentre studio tutto il giorno .	puó	60	63	può	può	y	['può', 'Po', 'duo', 'pio', 'po', 'pro', 'pub', 'puoi', 'pupo', 'pur', 'puro', 'pus', 'quo', 'suo', 'tuo']
956	E a secondo me , meglio rivolgermi con un organizzatore chi puó offrire molti possibilitá e programmi interessanti , mentre studio tutto il giorno .	possibilitá	78	89	possibili	possibilità	n	['possibilità', 'possibilista']
957	Ho deciso il corso individuale , perchè mi serve se meglio il rapporto tra le insegnante e me , che piú importanti qui .	perchè	33	39	perché	perché	y	['perché', 'parche', 'pecche', 'pesche', 'petche', 'porche', 'purché']
958	Ho deciso il corso individuale , perchè mi serve se meglio il rapporto tra le insegnante e me , che piú importanti qui .	piú	100	103	più	più	y	['più', 'PIL', 'giù', 'pi', 'pia', 'pie', 'pii', 'pio', 'piè']
959	Ho domande : Quando euro dell' aloggio per una sera ?	aloggio	31	38	alloggio	alloggio	y	['Alaggio', 'Aleggio', 'Aleggiò', 'Alloggio', 'Alloggiò', 'alaggio', 'aleggio', 'aleggiò', 'alloggio', 'alloggiò', 'sloggio', 'sloggiò']
960	Città X , 27 Maggio , 2011 Gentili Signori , tanti auguri per Voi aver potuto anunciare questo matrimonio di Beatrice a Stefano .	anunciare	78	87	annunciare	annunciare	y	['Annunciare', 'Enunciare', 'annunciare', 'enunciare']
961	Cosi è possibile di participare alla vostra festa .	Cosi	0	4	Cosa	Così	n	[]
962	Vorrei prenotare una camera vicino dal ristorante , cosi si festeggia ancora meglio , e voi sappete , c' è anche un viaggio abbastanza lungo da Città X a Napoli .	cosi	52	56	cosa	così	n	[]
963	Vorrei prenotare una camera vicino dal ristorante , cosi si festeggia ancora meglio , e voi sappete , c' è anche un viaggio abbastanza lungo da Città X a Napoli .	sappete	92	99	sapete	sapete	y	['sapete', 'saprete', 'tappete']
964	Forse avete anche scelto un negozzio con una lista di regali di nozze ?	negozzio	28	36	negozio	negozio	y	['negozio', 'negoziò']
965	Sto aspettando la vostra risposta e c' è un piacere di rivedersi presto , Vi abbracio , Maria	abbracio	77	85	abbraccio	abbraccio	y	['Abbraccio', 'Abbracciò', 'abbraccio', 'abbracciò']
966	Cari Beatrice e Stefano , I miei migliori auguri per il vostro Matrimonio !	Matrimonio	63	73	matrimonio	matrimonio	y	[]
967	L' ultima cosa è chè volevo chiedervi , se avete una lista matrimonia .	chè	17	20	che	che	y	['che', 'ché', 'CEE', 'Ch', 'Ohe', 'ce', 'ch', 'chef', 'chi', 'oche', 'ohe', 'ch è']
968	Se mai ti faccio sappere una settimana prima .	sappere	17	24	sapere	sapere	y	['sapere']
969	Arriveró con la mia moglie .	Arriveró	0	8	Arriverà	Arriverò	n	['Arriverò', 'Arriderò', 'Arrisero', 'Arriverà']
970	All' inizio è sempre dificile cambiare lavoro ma piano piano sarà meglio .	dificile	21	29	difficile	difficile	y	['difficile']
971	Non mi ricordo se ti l' ho gia detto ma sono innamorata !	gia	27	30	già	già	y	['già', 'Aia', 'Eia', 'GIP', 'Gian', 'Gina', 'Lia', 'aia', 'dia', 'eia', 'gai', 'gaia', 'giga', 'gin', 'gioa', 'gira', 'gita', 'giù', 'glia', 'mia', 'pia', 'ria', 'sia', 'via', 'zia', 'CIA', 'GIF', 'Kia']
972	Vi vogliamo congratulare affetusamente e vi desideremo una vita felice e lungo .	affetusamente	25	38	affettuosamente	affettu(o)samente	n	['affettuosamente']
973	Vi abracciamo e vi salutiamo Maria e famiglia	abracciamo	3	13	abbracciamo	abbracciamo 	n	['Abbracciamo', 'abbracciamo', 'bracciamo', 'sbracciamo', 'a bracciamo']
974	Penso che sià una buona idea per parlare e scrivere ogni giorno in tedesco .	sià	10	13	sia	sia	y	['sia', 'Aia', 'Asia', 'Eia', 'Lia', 'Sila', 'aia', 'dia', 'eia', 'già', 'mia', 'pia', 'ria', 'sa', 'scia', 'scià', 'sfa', 'si', 'siam', 'sian', 'sic', 'sica', 'sie', 'sii', 'sin', 'sir', 'sita', 'soia', 'spia', 'sta', 'stia', 'sua', 'svia', 'sì', 'via', 'zia', 'CIA', 'Kia']
975	Al ufficio siamo confrontati a trattare molte domande di dissodamento presentate dai cantoni per diversi projetti d' interesse publico .	projetti	105	113	progetti	progetti	y	['progetti', 'proietti', 'prometti', 'protetti', 'provetti']
976	Al ufficio siamo confrontati a trattare molte domande di dissodamento presentate dai cantoni per diversi projetti d' interesse publico .	publico	127	134	pubblico	pubblico	y	['Publio', 'pubblico', 'pubblicò', 'pubico']
977	Nel ufficio potresti occuparti delle risquieste venando di tutta la Svizzera .	risquieste	37	47	richieste	ri(s)chieste	n	['discuteste', 'disquisente', 'disquisiste', 'disquisite', 'inquiete', 'riassumeste', 'richieste', 'riduceste', 'rifluireste', 'rifluiste', 'riluceste', 'risalireste', 'risaliste', 'risapeste', 'rischiaste', 'riscriveste', 'riscuoteste', 'risedeste', 'risiedeste', 'risolveste', 'risorgeste', 'risputaste', 'rissereste', 'ristereste', 'ristudiaste']
978	Le tue conoscenze linguistiche verrano bene accettate per tradurre per esempio le domande del Ticino .	verrano	31	38	verranno	verranno	y	['Errano', 'Verano', 'Verbano', 'errano', 'ferrano', 'serrano', 'vergano', 'verranno', 'versano', 'vertano', 'v errano']
979	Benché nascito a Città Y , ho fatto tutte le scuole a Città Z dove ho studiato giurisprudenzia all' Università .	giurisprudenzia	79	94	giurisprudenza	giurisprudenza	y	['giurisprudenza']
980	Dopo un lavoro da un avocato a Città A ho traslocato a Città X dove lavoro attualmente nella divisione giuridica del ufficio del ambiente .	avocato	21	28	avvocato	avvocato	y	[]
981	Ti ringrazio e ti do i miei tantissimi auguri per aver aprovato il esame di maturita linguistica .	maturita	76	84	maturità	maturità	y	['maturità', 'maturata']
982	Io invece mi sono andato a presentare a 3 dite lavorative , ingui a 2 non avevano lavoro .	dite	42	46	dita	ditte	n	[]
983	Pero dopo una settimana mi hanno scritto di poter andarmi a presentarmi il piu presto possibile .	Pero	0	4	Pero	Però	n	[]
984	Pero dopo una settimana mi hanno scritto di poter andarmi a presentarmi il piu presto possibile .	piu	75	78	più	più	y	['più', 'PIL', 'giù', 'pi', 'pia', 'pie', 'pii', 'pio', 'piè', 'pi u']
985	"Il giornale "" Voce dell' Lago Maggiore "" qui in Città X me hà mandatò di scrivere un testo che trata il parco nazionale "" Val Grande "" che se trova entro il Lago Maggiore e il Centovalli ."	dell'	19	24	dell'	del	n	[]
986	"Il giornale "" Voce dell' Lago Maggiore "" qui in Città X me hà mandatò di scrivere un testo che trata il parco nazionale "" Val Grande "" che se trova entro il Lago Maggiore e il Centovalli ."	hà	59	61	ha	ha	y	['Ha', 'ha', 'Hai', 'Ho', 'Ra', 'a', 'ba', 'ca', 'da', 'dà', 'fa', 'h', 'hai', 'han', 'hg', 'hl', 'hm', 'ho', 'la', 'là', 'ma', 'sa', 'va', 'HP']
987	"Il giornale "" Voce dell' Lago Maggiore "" qui in Città X me hà mandatò di scrivere un testo che trata il parco nazionale "" Val Grande "" che se trova entro il Lago Maggiore e il Centovalli ."	mandatò	62	69	mandato	mandato	y	['mandato', 'Andato', 'andato', 'bandato', 'manato', 'mancato', 'mandalo', 'mandano', 'mandata', 'mandate', 'mandati', 'mandavo', 'mendato', 'mondato', 'man datò']
988	"Il giornale "" Voce dell' Lago Maggiore "" qui in Città X me hà mandatò di scrivere un testo che trata il parco nazionale "" Val Grande "" che se trova entro il Lago Maggiore e il Centovalli ."	trata	95	100	tratta	tratta	y	['Arata', 'Irata', 'Orata', 'arata', 'grata', 'irata', 'orata', 'rata', 'tarata', 'tata', 'tirata', 'trama', 'tratta', 'trita', 'trota', 'turata', 't rata']
989	Cosi , avevo la obligazione di visitare il parco .	Cosi	0	4	Cosa	Così	n	[]
990	Cosi , avevo la obligazione di visitare il parco .	obligazione	16	27	obbligazione	obbligazione	y	['Obbligazione', 'obbligazione']
991	Questo parco è veramente una maraviglia .	maraviglia	29	39	meraviglia	meraviglia	y	['meraviglia']
992	Ci sono molti alberghi , grotti (piccole ristorante con specialità locale ) , ma sopratutto paisaggi fantastici .	paisaggi	92	100	paesaggi	paesaggi	y	['paesaggi', 'passaggi']
993	E con un pò di fortuna se osserve anche l' aguia reale e molti altri animali salvaggi .	aguia	43	48	aquila	aquila	y	['Abbia', 'Abbuia', 'Abulia', 'Abusa', 'Accia', 'Acuii', 'Acuir', 'Acuirà', 'Acuita', 'Acuità', 'Acuiva', 'Acuta', 'Acuì', 'Adria', 'Adula', 'Aduna', 'Aga', 'Agamia', 'Agata', 'Agazia', 'Ageusia', 'Aggio', 'Aggira', 'Agii', 'Agio', 'Agir', 'Agira', 'Agirà', 'Agita', 'Agiva', 'Aglio', 'Agliè', 'Agna', 'Agonia', 'Agorà', 'Agra', 'Aguglia', 'Aguzza', 'Agì', 'Aia', 'Aiuta', 'Alfia', 'Algia', 'Algua', 'Alia', 'Alula', 'Ambia', 'Ampia', 'Ancia', 'Anguria', 'Anoia', 'Ansia', 'Anuria', 'Anzia', 'Appia', 'Apulia', 'Aquila', 'Argia', 'Argua', 'Argui', 'Arguii', 'Arguir', 'Arguirà', 'Arguita', 'Arguiva', 'Arguta', 'Arguzia', 'Arguì', 'Aria', 'Arnia', 'Arpia', 'Aruba', 'Ascia', 'Asia', 'Assia', 'Augura', 'Aula', 'Aura', 'Avuta', 'Avvia', 'Ragusa', 'Taggia', 'Uggia', 'abbia', 'abbuia', 'abulia', 'abusa', 'accia', 'acuii', 'acuir', 'acuirà', 'acuita', 'acuità', 'acuiva', 'acuta', 'acuì', 'adula', 'aduna', 'aga', 'agamia', 'agata', 'ageusia', 'aggi', 'aggio', 'aggira', 'aghi', 'agi', 'agii', 'agio', 'agir', 'agirà', 'agita', 'agiva', 'agli', 'aglio', 'agonia', 'agorà', 'agra', 'agri', 'aguglia', 'aguzza', 'agì', 'aia', 'aiuta', 'algia', 'alula', 'ambia', 'ampia', 'ancia', 'anguria', 'ansia', 'anuria', 'appia', 'aquila', 'argua', 'argui', 'arguii', 'arguir', 'arguirà', 'arguita', 'arguiva', 'arguta', 'arguzia', 'arguì', 'aria', 'arnia', 'arpia', 'ascia', 'augura', 'aula', 'aura', 'avuta', 'avvia', 'bugia', 'buia', 'caglia', 'faglia', 'gaggia', 'gaia', 'gamia', 'già', 'glia', 'guaa', 'guai', 'guida', 'guisa', 'laguna', 'magia', 'maglia', 'pagaia', 'paglia', 'raggia', 'ragia', 'raglia', 'saggia', 'taglia', 'taguma', 'tuia', 'uggia', 'vaglia', 'Acura']
994	Tuttavia non è perdito : Nell' parco e i sui grotti e alberghi se cerceranno sempre personi per lavorare durante la stazione estivale .	Nell'	25	30	Nell'	nel	n	[]
995	Tuttavia non è perdito : Nell' parco e i sui grotti e alberghi se cerceranno sempre personi per lavorare durante la stazione estivale .	cerceranno	66	76	cercheranno	cerc(a)vano	n	['berceranno', 'cercheranno', 'cereranno', 'lerceranno']
996	Sono molto lieto che mi hai scritto perché questo apre una perspectiva fabulosa : Lavorarai vicino da qui e così averò la possibilità di visitarti alcuni volte nelle montagne ...	Lavorarai	82	91	Lavorarci	lavorerai	n	['Lavorarci', 'Lavorarli', 'Lavorarmi', 'Lavorarsi', 'Lavorarti', 'Lavorarvi', 'Lavorerai', 'Lavorar ai']
997	Adesso , come ho finito quest' articulo per il giornale , tentarò lo vendere per una edizione di libri turistici che gia hà preso contato con me .	articulo	31	39	articoli	articolo	n	['Articolo', 'Articolò', 'articolo', 'articolò', 'arti culo']
998	Adesso , come ho finito quest' articulo per il giornale , tentarò lo vendere per una edizione di libri turistici che gia hà preso contato con me .	gia	117	120	sia	già	n	['già', 'Aia', 'Eia', 'GIP', 'Gian', 'Gina', 'Lia', 'aia', 'dia', 'eia', 'gai', 'gaia', 'giga', 'gin', 'gioa', 'gira', 'gita', 'giù', 'glia', 'mia', 'pia', 'ria', 'sia', 'via', 'zia', 'CIA', 'GIF', 'Kia']
999	Adesso , come ho finito quest' articulo per il giornale , tentarò lo vendere per una edizione di libri turistici che gia hà preso contato con me .	hà	121	123	ha	ha	y	['Ha', 'ha', 'Hai', 'Ho', 'Ra', 'a', 'ba', 'ca', 'da', 'dà', 'fa', 'h', 'hai', 'han', 'hg', 'hl', 'hm', 'ho', 'la', 'là', 'ma', 'sa', 'va', 'HP']
1000	Adesso , come ho finito quest' articulo per il giornale , tentarò lo vendere per una edizione di libri turistici che gia hà preso contato con me .	contato	130	137	contatto	contatto	y	[]
1001	Sarebbe ottimale per financiare la continuazione delle mie studie di geografia in Città Y .	financiare	21	31	rilanciare	finanziare	n	['finanziare']
1002	Ancora tanti auguri per là tua maturità , faceremo una festa durante il tuo sogiorno qui ...	là	24	26	la	la	y	[]
1003	Ancora tanti auguri per là tua maturità , faceremo una festa durante il tuo sogiorno qui ...	sogiorno	76	84	soggiorno	soggiorno	y	['soggiorno', 'soggiornò', 'so giorno']
1004	Ti consiglio di priparare i tuoi documenti , così le potrai mandare rapidamente .	priparare	16	25	preparare	preparare	y	['preparare', 'riparare', 'p riparare']
1005	"Preparando il mio viaggio in Namibia , ho dimenticato di mandare un messagio per augurti "" In boca al lupo "" ! "" per la tua maturità ."	boca	94	98	bocca	bocca	y	['Oca', 'baca', 'bica', 'boa', 'bocca', 'boga', 'boia', 'boma', 'bona', 'bora', 'boxa', 'buca', 'coca', 'foca', 'loca', 'moca', 'oca', 'poca', 'roca', 'b oca', 'bo ca', 'BCA']
1006	Sicome partiamo la settimana prossima , ho tanto da fare prima di lasciare la casa (senza parlare di tutto che dovrei ancora finire per il mio lavoro ) che mi manca il tempo per la preparazione de l' esame d' italiano previsto in Agosto .	Sicome	0	6	Come	Siccome	n	['Siccome', 'Si come']
1007	Sicome partiamo la settimana prossima , ho tanto da fare prima di lasciare la casa (senza parlare di tutto che dovrei ancora finire per il mio lavoro ) che mi manca il tempo per la preparazione de l' esame d' italiano previsto in Agosto .	de	194	196	e	dell'	n	[]
1008	Sicome partiamo la settimana prossima , ho tanto da fare prima di lasciare la casa (senza parlare di tutto che dovrei ancora finire per il mio lavoro ) che mi manca il tempo per la preparazione de l' esame d' italiano previsto in Agosto .	l'	197	199	l'	dell'	n	[]
1009	Sicome partiamo la settimana prossima , ho tanto da fare prima di lasciare la casa (senza parlare di tutto che dovrei ancora finire per il mio lavoro ) che mi manca il tempo per la preparazione de l' esame d' italiano previsto in Agosto .	Agosto	230	236	agosto	agosto	y	[]
1010	Penso che presso la ditta dovè lavora mia sorella abbia l' opportunità di dare un mano nel riparto della spedizione .	dovè	26	30	dove	dove	y	['dove', 'dové', 'Ove', 'deve', 'dive', 'doge', 'dole', 'dolé', 'dome', 'dose', 'dote', 'dov', 'dova', 'dovei', 'dover', 'dovi', 'dovo', 'love', 'nove', 'ove', 'dov è']
1011	Durante il meso scorso , ho viaggiato tre settimane per fare la promozione d' un nuovo prodotto che abbiamo svilupato .	svilupato	108	117	sviluppato	sviluppato	y	['sviluppato']
1012	Si , ti aiuto per cercare un lavoro .	Si	0	2	Si	Sì	n	[]
1013	Il nummero di telefono è 0345-11111111 .	nummero	3	10	numero	numero	y	['numero', 'numerò']
1014	Maria mi a piantata .	a	9	10	ha	ha	y	[]
1015	Voglino ringraziarti per il tuo sucesso .	sucesso	32	39	accesso	successo	n	['successo', 'su cesso']
1016	Quando voui , posso chiederli se dati il lavoro .	voui	7	11	vuoi	vuoi	y	['voci', 'voi', 'voli', 'voti', 'vuoi']
