	Sentence	initial_word	start_index	end_index	our_correction	gold_correction	ours_is_correct	languagetool_corrections
3025	Stadt X , 28.02.2012 Liebe Dana , ich antworte dir jetz sofort .	jetz	51	55	jetzt	jetzt	y	['jetzt', 'jede', 'Netz', 'Metz', 'Jets', 'Mets', 'Sets', 'Wetz', 'jäte', 'setz', 'wetz', 'März', 'je', 'jedem', 'jeder', 'jedes', 'setzt', 'Sitz', 'jeden', 'weiß']
3026	Ja gutte idee aus Istanbul wünschen ich ein Kleidung zum Beispiel die Rock .	gutte	3	8	gute	gute	y	['gute', 'Hütte', 'kürte', 'Kutte', 'Nutte', 'künde', 'Bütte', 'Dutte', 'Putte', 'chatte', 'cutte', 'gurte', 'guttue', 'gürte', 'kette', 'kitte', 'kurte', 'wurde', 'hatte', 'gut']
3027	Ja gutte idee aus Istanbul wünschen ich ein Kleidung zum Beispiel die Rock .	idee	9	13	Ideen	Idee	n	['Idee', 'der', 'die', 'den', 'des', 'dem', 'oder', 'diese', 'de', 'ihre', 'dies', 'indem', 'See', 'inne', 'jede', 'Ideen', 'Rede', 'Steve', 'Video', 'indes']
3028	Ich habe auch im andere Land Verwandten Meine Onkel und Tante leben in Polen in die Küste das ist auch schöne Stad , und es ist auch interessand .	Stad	110	114	Stadt	Stadt	y	['Stadt', 'Statt', 'Seat', 'Stand', 'Stab', 'Spät', 'Etat', 'Stau', 'Satt', 'Skat', 'Stak', 'Saat', 'Stet', 'Spat', 'Sind', 'Seit', 'Stade', 'Starb', 'Star', 'Stark']
3029	Ich habe auch im andere Land Verwandten Meine Onkel und Tante leben in Polen in die Küste das ist auch schöne Stad , und es ist auch interessand .	interessand	133	144	interessant	interessant	y	['interessant', 'Wintereissand', 'interessante', 'interessanten', 'interessanter', 'interessantes', 'Interessent', 'interessantem']
3030	Zuerst sage ich dir Glückwunsch zur prüfung bestanden .	prüfung	36	43	Prüfung	Prüfung	y	['Prüfung', 'prüfen', 'Trübung', 'profund', 'prüfend']
3031	Ich würde aus Instanbul etwas suverieren habe .	Instanbul	14	23	Istanbul	Istanbul	y	['Istanbul', 'Istanbuls', 'Instabil']
3032	Mein Onkel lebt in Italien und meine Kusine lebt in Grischland .	Grischland	52	62	Griechenland	Griechenland	y	['Reichsland', 'Frischland', 'Fischland', 'Hirschland', 'Tischland', 'Arschland', 'Gerichtsland', 'Froschland', 'Kirschland', 'Geruchsland', 'Mischland', 'Gangland', 'Tragland']
3033	Ich habe auch viel lust bei mein Onkel in Italien gehen .	lust	19	23	Lust	Lust	y	['Lust', 'löst', 'wüst', 'fußt', 'just', 'Rust', 'last', 'lost', 'lügt', 'büßt', 'tust', 'lest', 'lugt', 'Wust', 'duzt', 'düst', 'laust', 'ludst', 'lugst']
3034	In moment gehe ich nicht , weil ich zum Deutschkurs gehen .	moment	3	9	Moment	Moment	y	['Moment', 'boomend', 'mimend', 'mögend', 'zoomend', 'Dozent', 'momentan', 'mögen', 'Domäne', 'Komet', 'Momente', 'Zement', 'lobend', 'lohnend', 'boomende', 'wohnend', 'Domen', 'Nomens', 'malend', 'mimen']
3035	wenn Deutschkurs beende ist , würde ich bei mein Onkel in Italien gehen .	wenn	0	4	Wenn	Wenn	y	['Wenn']
3036	Dana , wann kommst du zu Hause nach Deutschland , komme ich gerne bei dir , weil ich viel interess habe was du in Instanbul gesehen hast .	interess	90	98	Interesse	Interesse	y	['Interesse', 'anderes', 'inneres', 'internes', 'unteres', 'hinteres', 'inverses', 'Unterems', 'Pinterest', 'Wintereis', 'integres']
3037	Dana , wann kommst du zu Hause nach Deutschland , komme ich gerne bei dir , weil ich viel interess habe was du in Instanbul gesehen hast .	Instanbul	114	123	Istanbul	Istanbul	y	['Istanbul', 'Istanbuls', 'Instabil']
3038	Hallo Ingo , Ich bin Meier Michael .	Ich	13	16	Ich	ich	n	[]
3039	Ich suche eine neubauWohnung .	neubauWohnung	15	28	Wohnung	Neubauwohnung	n	['Neubauwohnung']
3040	Ich suche 3 Zimmer Wohnung mit balkon und mit Terasse Garage .	3	10	11	3	Dreizimmerwohnung	n	[]
3041	Ich suche 3 Zimmer Wohnung mit balkon und mit Terasse Garage .	Zimmer	12	18	Zimmer	Dreizimmerwohnung	n	[]
3042	Ich suche 3 Zimmer Wohnung mit balkon und mit Terasse Garage .	Wohnung	19	26	Wohnung	Dreizimmerwohnung	n	[]
3043	Ich suche 3 Zimmer Wohnung mit balkon und mit Terasse Garage .	balkon	31	37	Balkon	Balkon	y	['Balkon', 'balgen', 'Balkan', 'Balken', 'Salon', 'blicken', 'Falken', 'Galgen', 'packen', 'Balkone', 'Saigon', 'Talon', 'Waggon', 'backen', 'bangen', 'bargen', 'parken', 'plagen', 'blocken']
3044	Ich suche 3 Zimmer Wohnung mit balkon und mit Terasse Garage .	Terasse	46	53	Terrasse	Terrasse	y	['Trasse', 'Straße', 'Terrasse', 'Gefäße', 'Therapie', 'Besäße', 'Therese', 'Krasse', 'Terrassen', 'Melasse', 'Trassen', 'Verlasse', 'Erfasse', 'Gemäße', 'Thereses', 'Torgasse', 'Bergasse', 'Brasse', 'Gelasse', 'Gerassel']
3045	Kannst du im anzeigen lesen .	anzeigen	13	21	Anzeigen	Anzeigen	y	['Anzeigen']
3046	oder kannst du eine frei wohnung .	wohnung	25	32	wohnen	Wohnung	n	['Wohnung', 'Löhnung', 'wohnen', 'Bohrung', 'Rodung', 'Ahnung', 'Dehnung', 'Mahnung', 'Höhlung', 'Körnung', 'Losung', 'Tönung', 'wohnend', 'Polung', 'Zähnung', 'Kohlung', 'Lahnung', 'Sühnung', 'Young', 'Zahnung']
3047	Bitte geben Sie antwort .	antwort	16	23	antworten	Antwort	n	['Antwort', 'Antiort', 'antworte', 'Endwort', 'antwortet', 'antworten', 'Endwert', 'Endwirt', 'Unwort', 'androht', 'Artwort', 'Bantuwort', 'Dankwort', 'Ganzwort', 'Gastwort', 'Langwort', 'Ostwort', 'androhst']
3048	und ich suche eine Wohnung in dise Stad .	dise	30	34	die	diese	n	['die', 'diese', 'dies', 'time', 'Lise', 'Vize', 'Rize', 'duze', 'döse', 'düse', 'tose', 'des', 'ist', 'das', 'eine', 'bis', 'dass', 'sie', 'wie', 'dieser']
3049	und ich suche eine Wohnung in dise Stad .	Stad	35	39	Stadt	Stadt	y	['Stadt', 'Statt', 'Seat', 'Stand', 'Stab', 'Spät', 'Etat', 'Stau', 'Satt', 'Skat', 'Stak', 'Saat', 'Stet', 'Spat', 'Sind', 'Seit', 'Stade', 'Starb', 'Star', 'Stark']
3050	Ich möchte eine Wohnung mit drei zimmer mit garden und mit garage .	zimmer	33	39	Zimmer	Zimmer	y	['Zimmer']
3051	Ich möchte eine Wohnung mit drei zimmer mit garden und mit garage .	garden	44	50	Garten	Garten	y	['Garden', 'gar den', 'gärten', 'galten', 'Garten', 'Karten', 'harten', 'kalten', 'warten', 'Gärten', 'kargen', 'zarten', 'Barden', 'garen', 'gären', 'härten', 'kürten', 'charter', 'chartern', 'gärte']
3052	Ich möchte eine Wohnung mit drei zimmer mit garden und mit garage .	garage	59	65	Garage	Garage	y	['Garage', 'karge', 'krage', 'gerade', 'Frage', 'graue', 'kranke', 'Karate', 'Parade', 'kargen', 'Waage', 'trage', 'Garagen', 'Harare', 'Särge', 'gerächt', 'grade', 'karg', 'Barak', 'Karachi']
3053	Ich muss in drei Wohe aufziehen Ich warte Antwort .	Wohe	17	21	Woche	Wochen	n	['Hohe', 'Von', 'Höhe', 'Vom', 'Joe', 'Vor', 'Woche', 'Wo', 'Rohe', 'Wohle', 'Wohl', 'Lohe', 'Wehe', 'Wog', 'Woge', 'Woher', 'Wok', 'Wohne', 'Wohn', 'Zoe']
3054	Gröse liebe Maria	Gröse	0	5	Größe	Grüße	n	['Größe', 'Große', 'Größen', 'Größte', 'Gruße', 'Gröde', 'Größer', 'Grüße', 'Grase', 'Gröle', 'Kröne', 'Graz', 'Großen', 'Börse', 'Größten', 'Grube', 'Ganze', 'Krise', 'Groß', 'Gase']
3055	Ich möchte eine größe Wohnung sein weil ich 4 Kinder habe .	größe	16	21	große	große	y	['Größe', 'krasse', 'krosse', 'große', 'größte', 'größer', 'Presse', 'Trasse', 'krassen', 'krassem', 'krasser', 'krass', 'Kresse', 'grüße', 'kross', 'fresse', 'krossen', 'Brasse', 'Dresse', 'Tresse']
3056	Ich würde auch gerne eine größe Küche haben .	größe	26	31	große	große	y	['Größe', 'krasse', 'krosse', 'große', 'größte', 'größer', 'Presse', 'Trasse', 'krassen', 'krassem', 'krasser', 'krass', 'Kresse', 'grüße', 'kross', 'fresse', 'krossen', 'Brasse', 'Dresse', 'Tresse']
3057	Mein mann hat gesagt : dass die Wohnung besser in der stadtmitte ist .	stadtmitte	54	64	Saalmitte	Stadtmitte	n	['Stadtmitte', 'stattfinde', 'Blattmitte', 'Städtemitte', 'Startmitte', 'Etatmitte', 'Standmitte']
3058	Und Mein Mann und ich kommen gleich Vielen Dank für Deine Helfe .	Mein	4	8	mein	mein	y	[]
3059	Und Mein Mann und ich kommen gleich Vielen Dank für Deine Helfe .	Helfe	58	63	Hilfe	Hilfe	y	['helfe']
3060	Ich höfe : dass du immer gesund bist .	höfe	4	8	höre	hoffe	n	['Höfe', 'Köpfe', 'höre', 'Töpfe', 'Zöpfe', 'höbe', 'hüpfe', 'köpfe', 'habe', 'hohe', 'Höhe', 'höher', 'hören', 'hört', 'hörte', 'live', 'Dave', 'Löwe', 'Töne', 'möge']
3061	Du wohnst in diesem Stadt und vielleicht du hilfst mir Meine Arbeit Start am 20-te Märzt , dann wir haben noch frei zwei Woche .	Märzt	83	88	Arzt	März	n	['März', 'Merzt', 'Merck', 'Meist', 'Wärst', 'Merkt', 'Merci', 'Werst', 'Gärst', 'Herzt', 'Merze', 'Merzte', 'Merz', 'Messt', 'Lässt', 'Morst', 'Mähst', 'Heißt', 'Jetzt']
3062	Ich möchte schöne Wohnung mit zwei Zimmer , mit größer Küche und mit größem Badzimmer .	größem	69	75	großem	großem	y	['krassem', 'krossem', 'größer', 'großem', 'größtem', 'krassen', 'krasse', 'krasser', 'krosse', 'krossen', 'krasses', 'krosser', 'krosses', 'großen', 'große', 'größte', 'größten', 'großer', 'größere', 'Größe']
3063	mit Freundlichen Grüßen	Freundlichen	4	16	freundlichen	freundlichen	y	['freundlichen']
3064	Deshalb muss ich ein neue Wonung in Neuburg finden .	Wonung	26	32	Wohnung	Wohnung	y	['Wohnung', 'Tönung', 'Lösung', 'Wohnungen', 'Wohnen', 'Tötung', 'Warnung', 'Bohrung', 'Rodung', 'Ahnung', 'Wendung', 'Innung', 'Körnung', 'Wölbung', 'Losung', 'Rötung', 'Wohnend', 'Polung', 'Wandung', 'Windung']
3065	Viele Gruße , Julia	Gruße	6	11	Grüße	Grüße	y	[]
3066	Liber Michael .	Liber	0	5	Libero	Lieber	n	['Leber', 'Lieber', 'Liter', 'Biber', 'Tiber', 'Viper', 'Laber', 'Leiber', 'Über', 'Libyer', 'Einer', 'Libero', 'Aber', 'Lider', 'Hier', 'Lipper', 'Vier', 'Lyder', 'Ließ', 'Liner']
3067	Ich brache deine hilfe meine gut Freund .	brache	4	10	brauche	brauche	y	['Brache', 'präge', 'bräche', 'brachte', 'brach', 'Frage', 'prägte', 'brachen', 'prägen', 'prägt', 'brauche', 'Drache', 'trage', 'träge', 'brächte', 'bracht', 'breche', 'plage', 'backe', 'Trage']
3068	Ich brache deine hilfe meine gut Freund .	hilfe	17	22	Hilfe	Hilfe	y	['Hilfe', 'hilft', 'helfe', 'hilf', 'Sylphe', 'hieve', 'hälfe', 'holte', 'Filme', 'half', 'helfen', 'Chile', 'halbe', 'helle', 'tiefe', 'halfen', 'milde', 'wilde', 'Pilze']
3069	weil Ich eine neue arbeit gefunden in Neuburg habe und ich brache anie neun Wohnug .	Ich	5	8	ich	ich	y	[]
3070	weil Ich eine neue arbeit gefunden in Neuburg habe und ich brache anie neun Wohnug .	arbeit	19	25	Arbeit	Arbeit	y	['Arbeit', 'arbeite', 'arbeiten', 'arbeitet', 'breit', 'Urzeit', 'abreißt', 'abriet', 'abbeißt', 'abreist', 'artet', 'anbei', 'reit', 'Breit', 'Carbid', 'Farbei', 'Garzeit', 'Karbid', 'Orbit', 'Orplid']
3071	weil Ich eine neue arbeit gefunden in Neuburg habe und ich brache anie neun Wohnug .	brache	59	65	brauche	brauche	y	['Brache', 'präge', 'bräche', 'brachte', 'brach', 'Frage', 'prägte', 'brachen', 'prägen', 'prägt', 'brauche', 'Drache', 'trage', 'träge', 'brächte', 'bracht', 'breche', 'plage', 'backe', 'Trage']
3072	weil Ich eine neue arbeit gefunden in Neuburg habe und ich brache anie neun Wohnug .	anie	66	70	nie	eine	n	['nie', 'Knie', 'ante', 'Manie', 'ansäe', 'knie', 'die', 'an', 'eine', 'sie', 'wie', 'alle', 'Ende', 'lange', 'alte', 'ganze', 'nahe', 'Linie', 'inne', 'Daniel']
3073	weil Ich eine neue arbeit gefunden in Neuburg habe und ich brache anie neun Wohnug .	neun	71	75	neue	neue	y	[]
3074	weil Ich eine neue arbeit gefunden in Neuburg habe und ich brache anie neun Wohnug .	Wohnug	76	82	wohnen	Wohnung	n	['Wohnung', 'Löhnung', 'Wonach', 'Wohnungen', 'Währung', 'Honig', 'Von', 'Wahrung', 'Wohnte', 'Warnung', 'Wofür', 'Vorzug', 'Wozu', 'Bohrung', 'Wohnen', 'Rodung', 'Wohnt', 'Ahnung', 'Wog', 'Dehnung']
3075	Könnst du bitte mir ein größe Wohnug besche .	größe	24	29	große	große	y	['Größe', 'krasse', 'krosse', 'große', 'größte', 'größer', 'Presse', 'Trasse', 'krassen', 'krassem', 'krasser', 'krass', 'Kresse', 'grüße', 'kross', 'fresse', 'krossen', 'Brasse', 'Dresse', 'Tresse']
3076	Ich worte Für Ihr antwörte .	worte	4	9	warte	warte	y	['Worte', 'wurde', 'worden', 'würde', 'werde', 'vorne', 'wohnte', 'hörte', 'Sorte', 'Börde', 'Morde', 'Förde', 'Horde', 'bohrte', 'forte', 'vordem', 'warte', 'Torte', 'Borte', 'horte']
3077	Ich worte Für Ihr antwörte .	Für	10	13	für	für	y	['für']
3078	Ich worte Für Ihr antwörte .	antwörte	18	26	antwortet	Antwort	n	['antworte', 'antwortet', 'antworten', 'anhörte', 'Endwirte', 'Endwerte', 'antörne', 'antörnte', 'entwerte', 'änderte']
3079	Veil Größ	Veil	0	4	Teil	Viele	n	['Teil', 'Feil', 'Weil', 'Seil', 'Veit', 'Fiel', 'Keil', 'Viel', 'Heil', 'Fein', 'Beil', 'Fehl', 'Mail', 'Fair', 'Peil', 'Verl', 'Zeil', 'Feig', 'Geil', 'Feile']
3080	Veil Größ	Größ	5	9	Größe	Grüße	n	['Grass', 'Krass', 'Größe', 'Kross', 'Gruß', 'Groß', 'Tross', 'Krasse', 'Grüß', 'Friss', 'Krosse', 'Dress', 'Gras', 'Gros', 'Gröl', 'Görs', 'Große', 'Graf', 'Größte', 'Grab']
3081	Lieber ingo , wie gehts Wie ich dir gesagen hate , ich wünsche mich ein neues Arbeitsplatz .	ingo	7	11	Ingo	Ingo	y	['Ingo', 'Bingo', 'Dingo', 'in', 'nicht', 'ins', 'ging', 'eng', 'inne', 'enge', 'Dinge', 'Hugo', 'Kino', 'fing', 'singt', 'Diego', 'Kings', 'Kongo', 'Logo', 'hing']
3082	Lieber ingo , wie gehts Wie ich dir gesagen hate , ich wünsche mich ein neues Arbeitsplatz .	hate	44	48	hat	hatte	n	['hatte', 'hat', 'habe', 'hätte', 'harte', 'Kate', 'halte', 'Jade', 'Käthe', 'Pate', 'Räte', 'Wade', 'rate', 'täte', 'fade', 'haute', 'hafte', 'lade', 'säte', 'bade']
3083	Zum Glück habe ich die Arbeit in Neuburg gewonen .	gewonen	41	48	gewonnen	gewonnen	y	['gewonnen', 'bewohnen', 'gewohnten', 'gewogen', 'gewöhnen', 'gewoben', 'gewönne', 'gewönnen', 'geboren', 'gehören', 'gewann', 'gewesen', 'gewinnen', 'geworden', 'keinen', 'gezogen', 'kennen', 'Bewohner', 'gewannen', 'Bewohnern']
3084	Aber Leider muss ich bis Ende März eine neue Wohnung in Neuburg vermitten , weil ich am Anfang April die neue Arbeit starte ich möchte fragen ob du nechste Woche ein bischen Zeit für mich hätte , die neuen Wohnungen zu ?	Leider	5	11	leider	leider	y	['leider']
3085	Aber Leider muss ich bis Ende März eine neue Wohnung in Neuburg vermitten , weil ich am Anfang April die neue Arbeit starte ich möchte fragen ob du nechste Woche ein bischen Zeit für mich hätte , die neuen Wohnungen zu ?	ich	124	127	Ich	Ich	y	[]
3086	Aber Leider muss ich bis Ende März eine neue Wohnung in Neuburg vermitten , weil ich am Anfang April die neue Arbeit starte ich möchte fragen ob du nechste Woche ein bischen Zeit für mich hätte , die neuen Wohnungen zu ?	nechste	148	155	nächste	nächste	y	['nächste', 'nächsten', 'sechste', 'nächster', 'nächstes', 'engste', 'nächst', 'nächstem', 'lechzte', 'regste', 'höchste', 'legte', 'rechte', 'sechsten', 'wächst', 'echte', 'engsten', 'neueste', 'regte', 'Mächte']
3087	Aber Leider muss ich bis Ende März eine neue Wohnung in Neuburg vermitten , weil ich am Anfang April die neue Arbeit starte ich möchte fragen ob du nechste Woche ein bischen Zeit für mich hätte , die neuen Wohnungen zu ?	bischen	166	173	bisschen	bisschen	y	['bisschen', 'eigen', 'Ligen', 'Nischen', 'mischen', 'biegen', 'fischen', 'picken', 'wischen', 'biogen', 'zischen', 'tischen', 'Eigen', 'Fischen', 'Mischen', 'Tischen', 'Wischen', 'Zischen', 'bogen', 'bögen']
3088	Ich suche einen zwei Zimmer Wohnung in Stadtmitte weil einfacher für mich zur Arbeit erreichen wäre Ich weis dass vielleicht diese Wohnung teuerer ist / wäre aber ich brauche 2 Zimmer wenn meinem Freunden bei mir besuchen Kommen Ich weiß dass du sehr venig Zeit hast und ich bin sehr dankbar für einen Hilf .	zwei	16	20	zwei	Zweizimmerwohnung	n	[]
3089	Ich suche einen zwei Zimmer Wohnung in Stadtmitte weil einfacher für mich zur Arbeit erreichen wäre Ich weis dass vielleicht diese Wohnung teuerer ist / wäre aber ich brauche 2 Zimmer wenn meinem Freunden bei mir besuchen Kommen Ich weiß dass du sehr venig Zeit hast und ich bin sehr dankbar für einen Hilf .	Zimmer	21	27	Zimmer	Zweizimmerwohnung	n	[]
3090	Ich suche einen zwei Zimmer Wohnung in Stadtmitte weil einfacher für mich zur Arbeit erreichen wäre Ich weis dass vielleicht diese Wohnung teuerer ist / wäre aber ich brauche 2 Zimmer wenn meinem Freunden bei mir besuchen Kommen Ich weiß dass du sehr venig Zeit hast und ich bin sehr dankbar für einen Hilf .	Wohnung	28	35	Wohnung	Zweizimmerwohnung	n	[]
3091	Ich suche einen zwei Zimmer Wohnung in Stadtmitte weil einfacher für mich zur Arbeit erreichen wäre Ich weis dass vielleicht diese Wohnung teuerer ist / wäre aber ich brauche 2 Zimmer wenn meinem Freunden bei mir besuchen Kommen Ich weiß dass du sehr venig Zeit hast und ich bin sehr dankbar für einen Hilf .	weis	104	108	weiß	weiß	y	['weiß']
3092	Ich suche einen zwei Zimmer Wohnung in Stadtmitte weil einfacher für mich zur Arbeit erreichen wäre Ich weis dass vielleicht diese Wohnung teuerer ist / wäre aber ich brauche 2 Zimmer wenn meinem Freunden bei mir besuchen Kommen Ich weiß dass du sehr venig Zeit hast und ich bin sehr dankbar für einen Hilf .	Kommen	222	228	kommen	kommen	y	[]
3093	Ich suche einen zwei Zimmer Wohnung in Stadtmitte weil einfacher für mich zur Arbeit erreichen wäre Ich weis dass vielleicht diese Wohnung teuerer ist / wäre aber ich brauche 2 Zimmer wenn meinem Freunden bei mir besuchen Kommen Ich weiß dass du sehr venig Zeit hast und ich bin sehr dankbar für einen Hilf .	venig	251	256	wenig	wenig	y	['wenig', 'fähig', 'feig', 'fädig', 'fängig', 'tätig', 'König', 'wenige', 'eng', 'fertig', 'genug', 'fein', 'fing', 'mäßig', 'einig', 'ewig', 'feine', 'fängt', 'Honig', 'Kenia']
3094	Danke in voraus Bis nechste Wohe ...	voraus	9	15	voraus	Voraus	n	[]
3095	Danke in voraus Bis nechste Wohe ...	nechste	20	27	nächstes	nächste	n	['nächste', 'nächsten', 'sechste', 'nächster', 'nächstes', 'engste', 'nächst', 'nächstem', 'lechzte', 'regste', 'höchste', 'legte', 'rechte', 'sechsten', 'wächst', 'echte', 'engsten', 'neueste', 'regte', 'Mächte']
3096	Danke in voraus Bis nechste Wohe ...	Wohe	28	32	Woche	Woche	y	['Hohe', 'Von', 'Höhe', 'Vom', 'Joe', 'Vor', 'Woche', 'Wo', 'Rohe', 'Wohle', 'Wohl', 'Lohe', 'Wehe', 'Wog', 'Woge', 'Woher', 'Wok', 'Wohne', 'Wohn', 'Zoe']
3097	"Ich habe eine große Nachricht "" Ich habe eine Arbeit in Neuber gefunden "" ."	Neuber	56	62	neuer	Neuburg	n	['Räuber', 'Säuber', 'Häuser', 'Neuer', 'Käufer', 'Läufer', 'Täufer', 'Säubern', 'Neuberg', 'Neuner', 'Säuger', 'Häupter', 'Räubers', 'Säufer', 'Säubert', 'Mäuler', 'Keuper', 'Räubern', 'Nepper', 'Neuler']
3098	Juni , abere will ich von 15 .	abere	7	12	aber	aber	y	['aber', 'obere', 'albere', 'labere', 'wabere', 'über', 'andere', 'oberen', 'spätere', 'Oper', 'Tiere', 'Opern', 'leere', 'späte', 'Ebert', 'Speer', 'Sperre', 'Spree', 'ebene', 'oberer']
3099	Die Wohnung muss aus einem Schlafzimmer , einem Babezimmer und einer Kleinen Küche bestehen .	Babezimmer	48	58	zimmer	Babyzimmer	n	['Badezimmer', 'Babyzimmer', 'Badezimmern', 'Bandzimmer', 'Badezimmers', 'Bauzimmer', 'Babyzimmern', 'Bachzimmer', 'Babyzimmers', 'Bahnzimmer', 'Badesommer', 'Bankzimmer', 'Baumzimmer', 'Bibelzimmer', 'Bobzimmer', 'Bärenzimmer', 'Bannzimmer', 'Bartzimmer', 'Käsezimmer', 'Balzzimmer']
3100	Die Wohnung muss aus einem Schlafzimmer , einem Babezimmer und einer Kleinen Küche bestehen .	Kleinen	69	76	kleinen	kleinen	y	['kleinen']
3101	Hallo Ingo , Am letzte freitag suche ich im internet eine voll Zeit Arbeit , dann habe ich gute Arbeit gefunden Aber das ich finde wohnung muss die große von das wohnung 80 Q.meter mit meine familei , ich bitte deine hilfe für eine große wohnungmit gunstig Preis ich brauche nechst ein monat vielen dank für lesen meine briefe viel Grüße Friedrich	Am	13	15	Am	am	n	['am']
3102	Hallo Ingo , Am letzte freitag suche ich im internet eine voll Zeit Arbeit , dann habe ich gute Arbeit gefunden Aber das ich finde wohnung muss die große von das wohnung 80 Q.meter mit meine familei , ich bitte deine hilfe für eine große wohnungmit gunstig Preis ich brauche nechst ein monat vielen dank für lesen meine briefe viel Grüße Friedrich	freitag	23	30	Freitag	Freitag	y	[]
3103	Hallo Ingo , Am letzte freitag suche ich im internet eine voll Zeit Arbeit , dann habe ich gute Arbeit gefunden Aber das ich finde wohnung muss die große von das wohnung 80 Q.meter mit meine familei , ich bitte deine hilfe für eine große wohnungmit gunstig Preis ich brauche nechst ein monat vielen dank für lesen meine briefe viel Grüße Friedrich	internet	44	52	Internet	Internet	y	['Internet', 'intern et', 'interne', 'internen', 'interner', 'internes', 'internem', 'interniert', 'intern', 'Internat', 'Internets', 'inhärent', 'Unternetz', 'entertet', 'enthärtet', 'internal', 'sinternd', 'sinternde']
3104	Hallo Ingo , Am letzte freitag suche ich im internet eine voll Zeit Arbeit , dann habe ich gute Arbeit gefunden Aber das ich finde wohnung muss die große von das wohnung 80 Q.meter mit meine familei , ich bitte deine hilfe für eine große wohnungmit gunstig Preis ich brauche nechst ein monat vielen dank für lesen meine briefe viel Grüße Friedrich	voll	58	62	volle	Vollzeitarbeit	n	[]
3105	Hallo Ingo , Am letzte freitag suche ich im internet eine voll Zeit Arbeit , dann habe ich gute Arbeit gefunden Aber das ich finde wohnung muss die große von das wohnung 80 Q.meter mit meine familei , ich bitte deine hilfe für eine große wohnungmit gunstig Preis ich brauche nechst ein monat vielen dank für lesen meine briefe viel Grüße Friedrich	Zeit	63	67	Zeit	Vollzeitarbeit	n	[]
3106	Hallo Ingo , Am letzte freitag suche ich im internet eine voll Zeit Arbeit , dann habe ich gute Arbeit gefunden Aber das ich finde wohnung muss die große von das wohnung 80 Q.meter mit meine familei , ich bitte deine hilfe für eine große wohnungmit gunstig Preis ich brauche nechst ein monat vielen dank für lesen meine briefe viel Grüße Friedrich	Arbeit	68	74	arbeite	Vollzeitarbeit	n	[]
3107	Hallo Ingo , Am letzte freitag suche ich im internet eine voll Zeit Arbeit , dann habe ich gute Arbeit gefunden Aber das ich finde wohnung muss die große von das wohnung 80 Q.meter mit meine familei , ich bitte deine hilfe für eine große wohnungmit gunstig Preis ich brauche nechst ein monat vielen dank für lesen meine briefe viel Grüße Friedrich	hilfe	217	222	Hilfe	Hilfe	y	['Hilfe', 'hilft', 'helfe', 'hilf', 'Sylphe', 'hieve', 'hälfe', 'holte', 'Filme', 'half', 'helfen', 'Chile', 'halbe', 'helle', 'tiefe', 'halfen', 'milde', 'wilde', 'Pilze']
3108	Hallo Ingo , Am letzte freitag suche ich im internet eine voll Zeit Arbeit , dann habe ich gute Arbeit gefunden Aber das ich finde wohnung muss die große von das wohnung 80 Q.meter mit meine familei , ich bitte deine hilfe für eine große wohnungmit gunstig Preis ich brauche nechst ein monat vielen dank für lesen meine briefe viel Grüße Friedrich	wohnungmit	238	248	Wohnung	Wohnung	y	[]
3109	Hallo Ingo , Am letzte freitag suche ich im internet eine voll Zeit Arbeit , dann habe ich gute Arbeit gefunden Aber das ich finde wohnung muss die große von das wohnung 80 Q.meter mit meine familei , ich bitte deine hilfe für eine große wohnungmit gunstig Preis ich brauche nechst ein monat vielen dank für lesen meine briefe viel Grüße Friedrich	gunstig	249	256	günstige	günstig	n	['günstig', 'günstige', 'künftig', 'dunstig', 'gültig', 'günstigen', 'geistig', 'günstiger', 'künftige', 'lustig', 'günstiges', 'kantig', 'günstigem', 'kundig', 'durstig', 'gütig', 'knotig', 'runzlig', 'rüstig', 'wulstig']
3110	Hallo Ingo , Am letzte freitag suche ich im internet eine voll Zeit Arbeit , dann habe ich gute Arbeit gefunden Aber das ich finde wohnung muss die große von das wohnung 80 Q.meter mit meine familei , ich bitte deine hilfe für eine große wohnungmit gunstig Preis ich brauche nechst ein monat vielen dank für lesen meine briefe viel Grüße Friedrich	nechst	275	281	nächst	nächsten	n	['nächst', 'nächste', 'wächst', 'sechst', 'eckst', 'engst', 'fegst', 'hegst', 'lechzt', 'legst', 'lägst', 'nagst', 'neckst', 'nähst', 'rechst', 'regst', 'rächst', 'sägst', 'wägst', 'zechst']
3111	Hallo Ingo , Am letzte freitag suche ich im internet eine voll Zeit Arbeit , dann habe ich gute Arbeit gefunden Aber das ich finde wohnung muss die große von das wohnung 80 Q.meter mit meine familei , ich bitte deine hilfe für eine große wohnungmit gunstig Preis ich brauche nechst ein monat vielen dank für lesen meine briefe viel Grüße Friedrich	monat	286	291	Monat	Monat	y	['Monat', 'sonst', 'Monate', 'Donau', 'Senat', 'wohnt', 'Mont', 'Jonas', 'Monats', 'lohnt', 'Banat', 'Monet', 'Sonate', 'Tonart', 'Jona', 'könnt', 'tonal', 'Ornat', 'gönnt', 'managt']
3112	Hallo Ingo , Am letzte freitag suche ich im internet eine voll Zeit Arbeit , dann habe ich gute Arbeit gefunden Aber das ich finde wohnung muss die große von das wohnung 80 Q.meter mit meine familei , ich bitte deine hilfe für eine große wohnungmit gunstig Preis ich brauche nechst ein monat vielen dank für lesen meine briefe viel Grüße Friedrich	dank	299	303	Dank	Dank	y	['Dank']
